الشركة,المستودع,الصنف,الوصف,تاريخ القيد,تاريخ النظام,نوع الحركة,رقم الحركة,رقم سند متصل,الكمية,الرصيد,Column1
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,12/31/2025,1/1/2026,رصيد افتتاحي,,,17532,17532,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/11/2026,1/11/2026,تسليم,26000064,,-216,17316,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/13/2026,1/13/2026,تسليم,26000095,,-22,17294,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/13/2026,1/13/2026,تسليم,26000097,,-22,17272,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/13/2026,1/13/2026,تسليم,26000097,,-2,17270,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/13/2026,1/13/2026,تسليم,26000095,,-2,17268,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/14/2026,1/14/2026,تسليم,26000130,,-216,17052,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/14/2026,1/14/2026,تسليم,26000126,,-3,17049,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/14/2026,1/14/2026,تسليم,26000128,,-6,17043,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/14/2026,1/14/2026,تسليم,26000129,,-72,16971,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/14/2026,1/14/2026,تسليم,26000129,,-72,16899,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/14/2026,1/14/2026,تسليم,26000126,,-33,16866,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/14/2026,1/14/2026,تسليم,26000128,,-66,16800,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/14/2026,1/14/2026,تسليم,26000130,,-36,16764,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/15/2026,1/15/2026,تسليم,26000139,,-3,16761,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/15/2026,1/15/2026,تسليم,26000139,,-33,16728,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/18/2026,1/18/2026,تسليم,26000156,,-33,16695,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/18/2026,1/18/2026,تسليم,26000247,,-6,16689,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/18/2026,1/18/2026,تسليم,26000247,,-66,16623,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/18/2026,1/18/2026,تسليم,26000248,,-66,16557,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/18/2026,1/18/2026,تسليم,26000156,,-3,16554,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/18/2026,1/18/2026,تسليم,26000248,,-6,16548,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/18/2026,1/18/2026,تسليم,26000151,,-72,16476,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/18/2026,1/18/2026,تسليم,26000151,,-720,15756,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/19/2026,1/19/2026,تسليم,26000251,,-22,15734,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/19/2026,1/19/2026,تسليم,26000251,,-2,15732,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/19/2026,1/19/2026,تسليم,26000193,,-6,15726,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/19/2026,1/19/2026,تسليم,26000193,,-66,15660,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/21/2026,1/21/2026,تسليم,26000244,,-360,15300,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/21/2026,1/21/2026,تسليم,26000255,,-360,14940,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/21/2026,1/21/2026,تسليم,26000254,,-360,14580,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/21/2026,1/21/2026,تسليم,26000253,,-360,14220,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/21/2026,1/21/2026,تسليم,26000243,,-144,14076,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/21/2026,1/21/2026,تسليم,26000215,,-360,13716,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/22/2026,1/22/2026,تسليم,26000236,,-144,13572,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/22/2026,1/22/2026,تسليم,26000237,,-33,13539,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/22/2026,1/22/2026,تسليم,26000237,,-3,13536,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/25/2026,1/25/2026,تحويل خروج,26000001,MOHWH,-576,12960,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/26/2026,1/26/2026,مرتجع بيع,26000069,,216,13176,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/26/2026,1/26/2026,تسليم,26000280,,-66,13110,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/26/2026,1/26/2026,تسليم,26000276,,-216,12894,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/26/2026,1/26/2026,تسليم,26000289,,-144,12750,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/26/2026,1/26/2026,تسليم,26000280,,-6,12744,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/26/2026,1/26/2026,تسليم,26000275,,-216,12528,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/27/2026,1/27/2026,تسليم,26000292,,-22,12506,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/27/2026,1/27/2026,تسليم,26000292,,-2,12504,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/27/2026,1/27/2026,تسليم,26000294,,-33,12471,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/27/2026,1/27/2026,تسليم,26000294,,-3,12468,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/28/2026,1/28/2026,تسليم,26000323,,-3,12465,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/28/2026,1/28/2026,تسليم,26000323,,-33,12432,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/29/2026,1/29/2026,تسليم,26000342,,-2,12430,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,1/31/2026,1/31/2026,تسليم,26000351,,-12,12418,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/1/2026,2/1/2026,تسليم,26000379,,-3,12415,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/1/2026,2/1/2026,تسليم,26000379,,-33,12382,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/1/2026,2/1/2026,تسليم,26000383,,-33,12349,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/1/2026,2/1/2026,تسليم,26000384,,-33,12316,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/1/2026,2/1/2026,تسليم,26000381,,-6,12310,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/1/2026,2/1/2026,تسليم,26000384,,-3,12307,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/1/2026,2/1/2026,تسليم,26000381,,-66,12241,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/1/2026,2/1/2026,تسليم,26000375,,-144,12097,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/1/2026,2/1/2026,تسليم,26000383,,-3,12094,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/1/2026,2/1/2026,تسليم,26000370,,-66,12028,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/1/2026,2/1/2026,تسليم,26000370,,-6,12022,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/3/2026,2/3/2026,تسليم,26000410,,-33,11989,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/3/2026,2/3/2026,تسليم,26000402,,-1800,10189,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/3/2026,2/3/2026,تسليم,26000401,,1800,11989,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/3/2026,2/3/2026,تسليم,26000403,,-1800,10189,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/3/2026,2/3/2026,مرتجع بيع,26000107,,12,10201,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/3/2026,2/3/2026,تسليم,26000425,,-12,10189,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/3/2026,2/3/2026,تسليم,26000418,,-6,10183,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/3/2026,2/3/2026,تسليم,26000410,,-3,10180,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/3/2026,2/3/2026,تسليم,26000418,,-66,10114,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/3/2026,2/3/2026,تسليم,26000400,,-1800,8314,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/3/2026,2/3/2026,تسليم,26000397,,-72,8242,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/3/2026,2/3/2026,تسليم,26000397,,-72,8170,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/3/2026,2/3/2026,مرتجع بيع,26000106,,1800,9970,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/3/2026,2/3/2026,تسليم,26000399,,-1800,8170,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/4/2026,2/4/2026,تسليم,26000434,,-2160,6010,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/5/2026,2/5/2026,تسليم,26000455,,-1080,4930,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/8/2026,2/8/2026,تسليم,26000504,,-216,4714,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/10/2026,2/10/2026,تحويل خروج,26000008,101,-144,4570,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/15/2026,2/15/2026,تسليم,26000612,,-72,4498,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/15/2026,2/15/2026,تسليم,26000637,,-33,4465,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/15/2026,2/15/2026,تسليم,26000614,,-72,4393,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/15/2026,2/15/2026,تسليم,26000637,,-3,4390,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/15/2026,2/15/2026,تسليم,26000614,,-72,4318,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/15/2026,2/15/2026,تسليم,26000639,,-504,3814,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/15/2026,2/15/2026,تسليم,26000612,,-144,3670,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/16/2026,2/16/2026,تسليم,26000674,,-11,3659,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/16/2026,2/16/2026,تسليم,26000672,,-6,3653,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/16/2026,2/16/2026,تسليم,26000672,,-66,3587,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/16/2026,2/16/2026,مرتجع بيع,260108,,3,3590,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/16/2026,2/16/2026,مرتجع بيع,260108,,33,3623,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/16/2026,2/16/2026,تسليم,26000674,,-1,3622,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/16/2026,2/16/2026,تسليم,26000668,,-144,3478,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/18/2026,2/18/2026,مرتجع بيع,260044,,216,3694,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/19/2026,2/19/2026,مرتجع بيع,260334,,648,4342,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/19/2026,2/19/2026,تسليم,26000733,,-216,4126,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/19/2026,2/19/2026,مرتجع بيع,260049,,144,4270,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/22/2026,2/22/2026,تحويل دخول,26000018,101,144,4414,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/23/2026,2/23/2026,مرتجع بيع,26000175,,-1,4413,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/23/2026,2/23/2026,مرتجع بيع,26000175,,-11,4402,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/23/2026,2/23/2026,مرتجع بيع,260117,,6,4408,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/23/2026,2/23/2026,مرتجع بيع,260117,,66,4474,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/23/2026,2/23/2026,تحويل خروج,26000021,102,-72,4402,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/23/2026,2/23/2026,مرتجع بيع,260111,,1,4403,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/23/2026,2/23/2026,مرتجع بيع,260111,,11,4414,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/23/2026,2/23/2026,مرتجع بيع,26000174,,11,4425,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/23/2026,2/23/2026,مرتجع بيع,26000174,,1,4426,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/24/2026,2/24/2026,تسليم,26000795,,-360,4066,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/24/2026,2/24/2026,تسليم,26000798,,-3,4063,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/24/2026,2/24/2026,فاتورة شراء,26000353,ف/رقم 739 شوربات,7200,11263,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/24/2026,2/24/2026,تسليم,26000795,,-72,11191,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/24/2026,2/24/2026,تسليم,26000798,,-33,11158,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/25/2026,2/25/2026,تسليم,26000816,,-6,11152,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/25/2026,2/25/2026,مرتجع بيع,260114,,144,11296,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/25/2026,2/25/2026,أخرى,26000002,,-4426,6870,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/25/2026,2/25/2026,تسليم,26000816,,-66,6804,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/28/2026,2/28/2026,تسليم,26000841,,-36,6768,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/28/2026,2/28/2026,تسليم,26000848,,-3,6765,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/28/2026,2/28/2026,تسليم,26000848,,-33,6732,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/28/2026,2/28/2026,تسليم,26000842,,-6,6726,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,2/28/2026,2/28/2026,تسليم,26000845,,-36,6690,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,3/1/2026,3/1/2026,تسليم,26000853,,-66,6624,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,3/1/2026,3/1/2026,تسليم,26000853,,-6,6618,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,3/1/2026,3/1/2026,تحويل خروج,26000027,MOHWH,-720,5898,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,3/3/2026,3/3/2026,مرتجع بيع,26000204,2610021,6,5904,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,3/3/2026,3/3/2026,تسليم,26000891,,-66,5838,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,3/3/2026,3/3/2026,مرتجع بيع,26000206,,6,5844,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,3/3/2026,3/3/2026,تسليم,26000896,,-66,5778,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,3/3/2026,3/3/2026,مرتجع بيع,26000206,,66,5844,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,3/3/2026,3/3/2026,تسليم,26000896,,-6,5838,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,3/3/2026,3/3/2026,تسليم,26000891,,-6,5832,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,3/3/2026,3/3/2026,مرتجع بيع,26000204,2610021,66,5898,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,3/3/2026,3/3/2026,فاتورة بيع,26101415,2610021,-66,5832,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,3/3/2026,3/3/2026,فاتورة بيع,26101415,2610021,-6,5826,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,3/4/2026,3/4/2026,تسليم,26000915,2610027,-6,5820,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,3/4/2026,3/4/2026,تسليم,26000915,2610027,-66,5754,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,3/7/2026,3/7/2026,مرتجع بيع,26000217,,72,5826,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,3/7/2026,3/7/2026,تسليم,26000934,,-12,5814,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,3/7/2026,3/7/2026,مرتجع بيع,26000217,,72,5886,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,3/8/2026,3/8/2026,تسليم,26000971,,-72,5814,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,3/8/2026,3/8/2026,تسليم,26000971,,-72,5742,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,3/10/2026,3/10/2026,تسليم,26001003,26190017,-216,5526,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,3/15/2026,3/15/2026,تسليم,26001075,,-1800,3726,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,3/15/2026,3/15/2026,تسليم,26001076,,-1080,2646,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,3/15/2026,3/15/2026,تسليم,26001077,,-1080,1566,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,3/16/2026,3/16/2026,مرتجع بيع,260288,,216,1782,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,3/18/2026,3/18/2026,مرتجع بيع,260295,,24,1806,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,3/19/2026,3/19/2026,تسليم,26001123,,-256,1550,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,3/25/2026,3/25/2026,تسليم,26001143,,-1,1549,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,3/25/2026,3/25/2026,تسليم,26001143,,-11,1538,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,3/26/2026,3/26/2026,تسليم,26001164,2610058,-6,1532,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,3/26/2026,3/26/2026,تسليم,26001164,2610058,-66,1466,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,3/30/2026,3/30/2026,مرتجع بيع,260453,,50,1516,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,4/4/2026,4/4/2026,تسليم,26001281,2610076,-12,1504,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,4/4/2026,4/4/2026,تسليم,26001281,2610076,-62,1442,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,4/7/2026,4/7/2026,أخرى,26000009,,4259,5701,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,4/8/2026,4/8/2026,تسليم,26001319,2620074,-1,5700,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,4/8/2026,4/8/2026,تسليم,26001319,2620074,-11,5689,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,4/11/2026,4/11/2026,تسليم,26001369,2620086,-2,5687,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,4/11/2026,4/11/2026,تسليم,26001370,,-2,5685,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,4/11/2026,4/11/2026,مرتجع بيع,260365,,101,5786,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,4/11/2026,4/11/2026,مرتجع بيع,26000291,2620086,2,5788,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,4/11/2026,4/11/2026,مرتجع بيع,260367,,29,5817,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,4/11/2026,4/11/2026,مرتجع بيع,26000291,2620086,22,5839,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,4/11/2026,4/11/2026,تسليم,26001370,,-22,5817,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,4/11/2026,4/11/2026,تسليم,26001369,2620086,-22,5795,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,4/15/2026,4/15/2026,تسليم,26001657,,-49,5746,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,4/16/2026,4/16/2026,تسليم,26001668,,-217,5529,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,4/18/2026,4/18/2026,تسليم,26001728,26190052,-198,5331,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,4/19/2026,4/19/2026,مرتجع بيع,260568,,126,5457,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,4/21/2026,4/21/2026,تسليم,26001785,2620093,-66,5391,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,4/21/2026,4/21/2026,تسليم,26001785,2620093,-6,5385,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,4/28/2026,4/28/2026,تحويل دخول,26000094,102,36,5421,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,5/3/2026,5/3/2026,مرتجع بيع,260386,,393,5814,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,5/4/2026,5/4/2026,تسليم,26001930,,-385,5429,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,5/10/2026,5/10/2026,تسليم,26002026,2610129,-66,5363,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,5/10/2026,5/10/2026,تسليم,26002026,2610129,-6,5357,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,5/16/2026,5/16/2026,تحويل خروج,26000129,EXPWH,-8,5349,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,6/13/2026,6/13/2026,مرتجع بيع,26000383,,-192,5157,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,6/13/2026,6/13/2026,مرتجع بيع,260613,,192,5349,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,6/14/2026,6/14/2026,تحويل خروج,26000176,112,-4320,1029,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,6/15/2026,6/15/2026,تحويل خروج,26000183,112,-1104,-75,
SHK,FGWH,1031001,شيخ الكار شوربة 55 غم خضار 1*12*6,6/15/2026,6/15/2026,أخرى,26000054,,75,0,
SHK,FGWH,1031002,شيخ الكار مكعبات مرقة الدجاج 20 غم 1*24*24,12/31/2025,1/1/2026,رصيد افتتاحي,,,865,865,
SHK,FGWH,1031002,شيخ الكار مكعبات مرقة الدجاج 20 غم 1*24*24,1/10/2026,1/10/2026,تسليم,26000041,,-24,841,
SHK,FGWH,1031002,شيخ الكار مكعبات مرقة الدجاج 20 غم 1*24*24,1/10/2026,1/10/2026,تسليم,26000049,,-240,601,
SHK,FGWH,1031002,شيخ الكار مكعبات مرقة الدجاج 20 غم 1*24*24,1/10/2026,1/10/2026,تسليم,26000049,,-24,577,
SHK,FGWH,1031002,شيخ الكار مكعبات مرقة الدجاج 20 غم 1*24*24,1/10/2026,1/10/2026,تسليم,26000037,,-44,533,
SHK,FGWH,1031002,شيخ الكار مكعبات مرقة الدجاج 20 غم 1*24*24,1/10/2026,1/10/2026,تسليم,26000040,,-12,521,
SHK,FGWH,1031002,شيخ الكار مكعبات مرقة الدجاج 20 غم 1*24*24,1/10/2026,1/10/2026,تسليم,26000040,,-132,389,
SHK,FGWH,1031002,شيخ الكار مكعبات مرقة الدجاج 20 غم 1*24*24,1/10/2026,1/10/2026,تسليم,26000037,,-4,385,
SHK,FGWH,1031002,شيخ الكار مكعبات مرقة الدجاج 20 غم 1*24*24,1/10/2026,1/10/2026,تسليم,26000041,,-240,145,
