ProductionOrder,OrderDate,FinishedItem,FinishedItemName,ProductionUOM,PlannedQtyFinished,TotalProductionCost,ProducedQty,TotalWasteCost,UnitProductionCost
26000763,3/9/2026,1171031,حلاوة بلك فستق شيخ الكار,kg,1748,2070.904,1748,0,1.184727689
26000764,3/9/2026,1021060,شيخ الكار حلاوة 1300 غم فستق 1*6,حبة,100,162.552,100,0,1.62552
26000765,3/9/2026,1141004,سمسم جاهز كعك 50 كغم,شوال,41,3022.632,41,0,73.72273171
26000766,3/10/2026,1021060,شيخ الكار حلاوة 1300 غم فستق 1*6,حبة,762,1295.688,762,0,1.700377953
26000767,3/10/2026,1021031,ميار حلاوة 1200 غم برش فستق 1*6,حبة,702,1106.286,702,0,1.575905983
26000768,3/10/2026,1021005,ميار حلاوة 300 غم رشة فستق 1*12,حبة,2412,948.624,2412,0,0.393293532
26000769,3/10/2026,1021063,شيخ الكار حلاوة 2300 غم فستق 1*4,حبة,320,932.784,320,0,2.91495
26000770,3/10/2026,1021024,الموسم حلاوة 6 كغم فستق 1*4,حبة,224,1722.936,224,0,7.691678571
26000771,3/10/2026,1011125,شيخ الكار طحينية 16 كغم سطل 1*1,تنكة,50,1230.55,50,0,24.611
26000772,3/10/2026,1011027,شيخ الكار طحينية 18 كغم تنك 1*1,تنكة,278,7839.322,278,0,28.199
26000773,3/10/2026,1021162,خير بلادنا حلاوة 300 غم سادة 1*12,حبة,672,236.262,672,0,0.351580357
26000774,3/10/2026,1021164,خير بلادنا حلاوة 300 غم رشة فستق 1*12,حبة,6900,2544.644,6900,0,0.368788986
26000775,3/10/2026,1171016,حلاوة بلك دايت,kg,288,646.907,288,32.51688,2.246204861
26000776,3/10/2026,1171022,حلاوة بلك سادة شيخ الكار,kg,2651,2559.431,2651,73.500125,0.965458695
26000777,3/10/2026,1171031,حلاوة بلك فستق شيخ الكار,kg,1794,2131.7,1794,0,1.188238573
26000778,3/10/2026,1171020,حلاوة بلك سادة ميار - موسم,kg,484.5,446.444,484.5,0,0.921453044
26000779,3/10/2026,1171013,حلاوة بلك رشة فستق ميار,kg,486,496.055,486,0,1.0206893
26000780,3/11/2026,1011036,قاسيون طحينية 1كغم مطرة 1*12,حبة,1200,1924.4,1200,0,1.603666667
26000781,1/15/2026,1021037,شيخ الكار حلاوة 400 غم فستق 1*12,حبة,1584,904.385,1584,0,0.570950126
26000782,2/17/2026,1011088,الموسم طحينية 800 غم  1*12,حبة,2880,3538.55,2880,0,1.228663194
26000783,2/15/2026,1011026,شيخ الكار طحينية 400 غم 1*12,حبة,2040,1465.74,2040,0,0.7185
26000784,3/11/2026,1021062,شيخ الكار حلاوة 800 غم فستق 1*12,حبة,240,268.036,240,0,1.116816667
26000785,1/15/2026,1021037,شيخ الكار حلاوة 400 غم فستق 1*12,حبة,1728,986.602,1728,0,0.570950231
26000786,3/12/2026,1171020,حلاوة بلك سادة ميار - موسم,kg,2164,2147.623,2164,31.496863,0.99243207
26000787,3/12/2026,1021003,شيخ الكار حلاوة 5 كغم سادة (الولاء) 1*1,حبة,19,0,19,0,0
26000788,3/12/2026,1171013,حلاوة بلك رشة فستق ميار,kg,1310,1354.482,1310,0,1.033955725
26000789,3/12/2026,1171028,حلاوة بلك فستق ميار,kg,780,884.412,780,0,1.133861538
26000790,3/12/2026,1171022,حلاوة بلك سادة شيخ الكار,kg,1358,1298.891,1358,27.09575,0.95647349
26000791,3/12/2026,1171031,حلاوة بلك فستق شيخ الكار,kg,1368,1509.572,1368,0,1.103488304
26000792,3/12/2026,1021039,شيخ الكار حلاوة 700 غم فستق 1*12,حبة,720,634.487,720,0,0.881231944
26000793,3/12/2026,1011027,شيخ الكار طحينية 18 كغم تنك 1*1,تنكة,500,13910.5,500,0,27.821
26000794,3/12/2026,1011024,شيخ الكار طحينية 250 غم 1*12,حبة,3600,1723.8,3600,0,0.478833333
26000795,3/12/2026,1021020,ميار حلاوة 2200 غم برش فستق 1*4,حبة,632,1656.914,632,0,2.621699367
26000796,3/12/2026,1021031,ميار حلاوة 1200 غم برش فستق 1*6,حبة,300,470.108,300,0,1.567026667
26000797,3/12/2026,1011005,ميار طحينية 250 غم 1*12,حبة,5496,2910.649,5496,0,0.529594068
26000798,3/12/2026,1141004,سمسم جاهز كعك 50 كغم,شوال,56,4129.199,56,0,73.73569643
26000799,3/11/2026,1021039,شيخ الكار حلاوة 700 غم فستق 1*12,حبة,684,602.807,684,6.34941E-14,0.881296784
26000800,3/11/2026,1021041,شيخ الكار حلاوة 700 غم سادة 1*12,حبة,1368,1072.535,1368,1.09708E-13,0.784016813
26000801,3/11/2026,1171031,حلاوة بلك فستق شيخ الكار,kg,1478,1643.842,1478,0,1.112207037
26000802,3/10/2026,1171017,طحينية بلك ميار - موسم  كروما,kg,20000,29917.4,20000,0,1.49587
26000803,3/15/2026,1171020,حلاوة بلك سادة ميار - موسم,kg,441,414.244,441,2.001668,0.939328798
26000804,3/15/2026,1171031,حلاوة بلك فستق شيخ الكار,kg,334,376.703,334,0,1.127853293
26000805,3/15/2026,1171022,حلاوة بلك سادة شيخ الكار,kg,2167,2127.343,2167,95.296248,0.981699585
26000806,3/15/2026,1171031,حلاوة بلك فستق شيخ الكار,kg,2177,2571.296,2177,0,1.181118971
26000807,3/16/2026,1171015,طحينية بلك شيخ الكار حجر,kg,20000,29494.279,20000,0,1.47471395
26000808,3/15/2026,1171028,حلاوة بلك فستق ميار,kg,334,376.041,334,0,1.125871257
26000809,2/5/2026,1021115,جولدن سوان حلاوة 800 غم فستق 1*12,حبة,36,40.09,36,4.17089E-15,1.113611111
26000810,3/16/2026,1171022,حلاوة بلك سادة شيخ الكار,kg,1385,1306.201,1385,15.155625,0.943105415
26000811,3/16/2026,1171031,حلاوة بلك فستق شيخ الكار,kg,1068.5,1289.786,1068.5,0,1.207099672
26000812,3/16/2026,1171020,حلاوة بلك سادة ميار - موسم,kg,1786.5,1716.814,1786.5,3.196975,0.960993003
26000813,3/16/2026,1171028,حلاوة بلك فستق ميار,kg,1166,1303.032,1166,0,1.117523156
26000814,3/16/2026,1171013,حلاوة بلك رشة فستق ميار,kg,636,711.569,636,0,1.118819182
26000815,3/16/2026,1021031,ميار حلاوة 1200 غم برش فستق 1*6,حبة,300,467.111,300,0,1.557036667
26000816,3/16/2026,1021039,شيخ الكار حلاوة 700 غم فستق 1*12,حبة,1435,1340.97,1435,0,0.934473868
26000817,3/16/2026,1021054,شيخ الكار حلاوة 3 كغم فستق 1*6,حبة,2,8.3,2,0,4.15
26000818,3/16/2026,1021063,شيخ الكار حلاوة 2300 غم فستق 1*4,حبة,3,8.956,3,0,2.985333333
26000819,3/16/2026,1011022,شيخ الكار طحينية 3500 غم 1*4,حبة,1,5.552,1,0,5.552
26000820,3/16/2026,1171031,حلاوة بلك فستق شيخ الكار,kg,39.045,46.59,39.045,0,1.193238571
26000821,3/16/2026,1021034,شيخ الكار حلاوة 600 غم سادة 1*12,حبة,24,18.955,24,0,0.789791667
26000822,3/17/2026,1171020,حلاوة بلك سادة ميار - موسم,kg,861,856.911,861,14.949635,0.995250871
26000823,3/17/2026,1171022,حلاوة بلك سادة شيخ الكار,kg,1800,1713.084,1800,25.463899,0.951713333
26000824,3/17/2026,1021003,شيخ الكار حلاوة 5 كغم سادة (الولاء) 1*1,حبة,10,0,10,0,0
26000825,3/17/2026,1171031,حلاوة بلك فستق شيخ الكار,kg,1331,1473.296,1331,0,1.106909091
26000826,3/17/2026,1171028,حلاوة بلك فستق ميار,kg,918,1022.808,918,0,1.114169935
26000827,3/17/2026,1021024,الموسم حلاوة 6 كغم فستق 1*4,حبة,36,265.248,36,0,7.368
26000828,3/17/2026,1021055,شيخ الكار حلاوة 6 كغم سادة 1*4,حبة,40,254.71,40,0,6.36775
26000829,3/17/2026,1021060,شيخ الكار حلاوة 1300 غم فستق 1*6,حبة,366,604.987,366,0,1.652969945
26000830,3/17/2026,1021031,ميار حلاوة 1200 غم برش فستق 1*6,حبة,396,616.147,396,0,1.555926768
26000831,3/17/2026,1021166,الموسم حلاوة 5 كغم سادة 1*4,حبة,48,264.528,48,0,5.511
26000832,3/17/2026,1021141,الموسم حلاوة 5 كغم فستق 1*4,حبة,48,300.528,48,0,6.261
26000833,3/17/2026,1011008,ميار طحينية 550 غم 1*12,حبة,1200,1071.926,1200,0,0.893271667
26000834,3/17/2026,1011017,الموسم طحينية 10 كغ تنك 1*1,حبة,240,3556.2,240,0,14.8175
26000835,3/17/2026,1141004,سمسم جاهز كعك 50 كغم,شوال,100,7373.57,100,0,73.7357
26000836,3/17/2026,1141004,سمسم جاهز كعك 50 كغم,شوال,65,4792.82,65,0,73.73569231
26000837,3/17/2026,1141004,سمسم جاهز كعك 50 كغم,شوال,20,1282,20,0,64.1
26000838,3/24/2026,1011005,ميار طحينية 250 غم 1*12,حبة,2400,1160.626,2400,0,0.483594167
26000839,3/24/2026,1011045,عرفة طحينية 900 غم 1*12,حبة,1188,1645.004,1188,0,1.384683502
26000840,3/24/2026,1021013,شيخ الكار حلاوة 400 غم سادة 1*12,حبة,1200,663.78,1200,0,0.55315
26000841,3/24/2026,1021037,شيخ الكار حلاوة 400 غم فستق 1*12,حبة,1212,675.508,1212,6.55973E-14,0.557349835
26000842,3/24/2026,1021014,شيخ الكار حلاوة 400 غم ملوكية بالمكسرات 1*12,حبة,600,356.97,600,0,0.59495
26000843,3/24/2026,1021036,شيخ الكار حلاوة 400 غم شوكولاته 1*12,حبة,360,200.502,360,0,0.55695
26000844,3/24/2026,1021064,شيخ الكار حلاوة 3 كغم سادة 1*6,حبة,30,107.71,30,0,3.590333333
26000845,3/24/2026,1021054,شيخ الكار حلاوة 3 كغم فستق 1*6,حبة,30,127.18,30,0,4.239333333
26000846,3/24/2026,1021053,شيخ الكار حلاوة 3 كغم شوكولاته 1*6,حبة,30,116.41,30,0,3.880333333
26000847,3/24/2026,1011007,ميار طحينية 900 غم مطرة 1*12,حبة,1344,1873.334,1344,0,1.393849702
26000848,3/24/2026,1011045,عرفة طحينية 900 غم 1*12,حبة,1200,1671.42,1200,0,1.39285
26000849,3/24/2026,1011021,شيخ الكار طحينية 5 كغم 1*4,حبة,1,7.94,1,0,7.94
26000850,3/25/2026,1171022,حلاوة بلك سادة شيخ الكار,kg,3946,3815.243,3946,115.373858,0.966863406
26000851,3/25/2026,1171031,حلاوة بلك فستق شيخ الكار,kg,2128,2520.722,2128,0,1.184549812
26000852,3/25/2026,1171026,حلاوة بلك شوكولاته شيخ الكار,kg,976,1101.404,976,0,1.128487705
26000853,3/25/2026,1021039,شيخ الكار حلاوة 700 غم فستق 1*12,حبة,802,741.736,802,0,0.924857855
26000854,3/25/2026,1011027,شيخ الكار طحينية 18 كغم تنك 1*1,تنكة,200,5564.2,200,0,27.821
26000855,3/25/2026,1021060,شيخ الكار حلاوة 1300 غم فستق 1*6,حبة,930,1625.036,930,0,1.747350538
26000856,3/26/2026,1171031,حلاوة بلك فستق شيخ الكار,kg,2028,2324.691,2028,0,1.146297337
26000857,3/26/2026,1171029,حلاوة بلك رشة شيخ الكار,kg,398,446.74,398,0,1.122462312
26000858,3/26/2026,1171028,حلاوة بلك فستق ميار,kg,1374,1536.255,1374,0,1.11808952
26000859,3/26/2026,1171020,حلاوة بلك سادة ميار - موسم,kg,137.3,130.384,137.3,0,0.949628551
26000860,3/26/2026,1171017,طحينية بلك ميار - موسم  كروما,kg,17242,25790.875,17242,0,1.495816901
26000861,3/26/2026,1011005,ميار طحينية 250 غم 1*12,حبة,4800,2542.176,4800,0,0.52962
26000862,3/26/2026,1021031,ميار حلاوة 1200 غم برش فستق 1*6,حبة,840,1308.843,840,0,1.558146429
26000863,3/26/2026,1021063,شيخ الكار حلاوة 2300 غم فستق 1*4,حبة,422,1211.669,422,0,2.871253555
26000864,3/26/2026,1021043,شيخ الكار حلاوة 300 غم رشة فستق 1*12,حبة,1500,614.518,1500,0,0.409678667
26000865,3/26/2026,1021048,شيخ الكار حلاوة 300 غم سادة 1*12,حبة,900,329.651,900,0,0.366278889
26000866,3/26/2026,1021060,شيخ الكار حلاوة 1300 غم فستق 1*6,حبة,269,459.98,269,0,1.709962825
26000867,3/26/2026,1021055,شيخ الكار حلاوة 6 كغم سادة 1*4,حبة,76,486.685,76,0,6.40375
