ProductionOrderNo,OrderStatus,FinishedItemCode,FinishedItemName,OrderDate,TotalProducedQty,IssueDocumentNo,RawMaterialCode,RawMaterialName,ActualConsumedQty,UnitPrice,TotalMaterialCost,FromWarehouse
26000403,Closed (مغلق),1171020,حلاوة بلك سادة ميار - موسم,2/8/2026,1735.5,26000396,1081001,سكر 50 كعم 20*50,0.6,390.048,234.029,RMWH
26000403,Closed (مغلق),1171020,حلاوة بلك سادة ميار - موسم,2/8/2026,1735.5,26000396,1171008,مثبت,32,1.473,47.136,RMWH
26000403,Closed (مغلق),1171020,حلاوة بلك سادة ميار - موسم,2/8/2026,1735.5,26000396,1171005,فانيلا,0.6,14.666,8.8,WIP
26000403,Closed (مغلق),1171020,حلاوة بلك سادة ميار - موسم,2/8/2026,1735.5,26000396,1171015,طحينية بلك شيخ الكار حجر,884,1.514,1338.376,WIP
26000403,Closed (مغلق),1171020,حلاوة بلك سادة ميار - موسم,2/8/2026,1735.5,26000396,1171001,ملح ليمون,1,0.736,0.736,RMWH
26000404,Closed (مغلق),1011007,ميار طحينية 900 غم مطرة 1*12,2/10/2026,600,26000397,1181221,مطرة ميار طحينية 900 غم,600,0.105,63,PKGWH
26000404,Closed (مغلق),1011007,ميار طحينية 900 غم مطرة 1*12,2/10/2026,600,26000397,1181013,كرتون متعدد طحينية 900 غم مطرة,50,0.207,10.35,PKGWH
26000404,Closed (مغلق),1011007,ميار طحينية 900 غم مطرة 1*12,2/10/2026,600,26000397,1171017,طحينية بلك ميار - موسم  كروما,510,1.495,762.45,WIP
26000405,Closed (مغلق),1011027,شيخ الكار طحينية 18 كغم تنك 1*1,2/10/2026,250,26000399,1181301,تنك شيخ الكار طحينية 18 كغم -فارغ,250,1.271,317.75,PKGWH
26000405,Closed (مغلق),1011027,شيخ الكار طحينية 18 كغم تنك 1*1,2/10/2026,250,26000399,1171015,طحينية بلك شيخ الكار حجر,4500,0.147,661.5,WIP
26000406,Closed (مغلق),1011035,شيخ الكار طحينية 18 كغم سطل 1*1,2/10/2026,48,26000401,1181355,سطل شيخ الكار طحينية 18 كغم,48,1.334,64.032,PKGWH
26000406,Closed (مغلق),1011035,شيخ الكار طحينية 18 كغم سطل 1*1,2/10/2026,48,26000401,1181004,كرتون متعدد طحينية 18 كغم متعدد,48,0.372,17.856,PKGWH
26000406,Closed (مغلق),1011035,شيخ الكار طحينية 18 كغم سطل 1*1,2/10/2026,48,26000401,1171015,طحينية بلك شيخ الكار حجر,864,0.147,127.008,WIP
26000407,Closed (مغلق),1011022,شيخ الكار طحينية 3500 غم 1*4,2/10/2026,3,26000400,1171015,طحينية بلك شيخ الكار حجر,10.5,0.147,1.544,WIP
26000407,Closed (مغلق),1011022,شيخ الكار طحينية 3500 غم 1*4,2/10/2026,3,26000400,1181241,مرتبان متعدد طحينية 3500 غم,3,0.389,1.167,PKGWH
26000407,Closed (مغلق),1011022,شيخ الكار طحينية 3500 غم 1*4,2/10/2026,3,26000400,1181119,كرتون شيخ الكار طحينية 3500 غم,1,1.578,1.578,PKGWH
26000408,Closed (مغلق),1171015,طحينية بلك شيخ الكار حجر,2/10/2026,15000,26000398,1141002,سمسم خام,17.4,4.93,85.782,RMWH
26000408,Closed (مغلق),1171015,طحينية بلك شيخ الكار حجر,2/10/2026,15000,26000398,1171006,ملح,2.625,0.025,0.066,RMWH
26000409,Closed (مغلق),1011123,الفاخرة طحينية  900 غ 1*12,2/10/2026,4032,26000409,1171015,طحينية بلك شيخ الكار حجر,3427.2,0.147,503.798,WIP
26000409,Closed (مغلق),1011123,الفاخرة طحينية  900 غ 1*12,2/10/2026,4032,26000409,1181216,مطرة الفاخرة طحينية 900 غم,4032,0.481,1939.392,PKGWH
26000409,Closed (مغلق),1011123,الفاخرة طحينية  900 غ 1*12,2/10/2026,4032,26000409,1181562,كرتون متعدد قارورة طحينية 900 غم جديد ابيض,336,0.191,64.176,PKGWH
26000410,Closed (مغلق),1021161,الموسم حلاوة 1200 غم برش فستق 1*6,2/10/2026,1896,26000405,1171028,حلاوة بلك فستق ميار,2104.56,1.01,2125.606,WIP
26000410,Closed (مغلق),1021161,الموسم حلاوة 1200 غم برش فستق 1*6,2/10/2026,1896,26000405,1181557,علب الموسم حلاوة 1300 غم رشة فستق,1896,0.28,530.88,PKGWH
26000410,Closed (مغلق),1021161,الموسم حلاوة 1200 غم برش فستق 1*6,2/10/2026,1896,26000405,1181402,كرتون الموسم حلاوة 1300 غم رشة فستق,316,0.235,74.26,PKGWH
26000411,Closed (مغلق),1021005,ميار حلاوة 300 غم رشة فستق 1*12,2/10/2026,3012,26000406,1171013,حلاوة بلك رشة فستق ميار,813.24,0.733,596.105,WIP
26000411,Closed (مغلق),1021005,ميار حلاوة 300 غم رشة فستق 1*12,2/10/2026,3012,26000406,1181019,"كرتون متعدد حلاوة 300 غم (ميار،شتلة،فاخرة) أمنية",251,0.106,26.606,PKGWH
26000411,Closed (مغلق),1021005,ميار حلاوة 300 غم رشة فستق 1*12,2/10/2026,3012,26000406,1181373,علب ميار حلاوة 300 غم رشة فستق أمنية,3012,0.088,265.056,PKGWH
26000412,Closed (مغلق),1021030,ميار حلاوة 550 غم رشة فستق 1*12,2/11/2026,1200,26000407,1171013,حلاوة بلك رشة فستق ميار,598.12,0.733,438.422,WIP
26000412,Closed (مغلق),1021030,ميار حلاوة 550 غم رشة فستق 1*12,2/11/2026,1200,26000407,1181379,علب ميار حلاوة 550 غم رشة فستق أمنية,1200,0.127,152.4,PKGWH
26000412,Closed (مغلق),1021030,ميار حلاوة 550 غم رشة فستق 1*12,2/11/2026,1200,26000407,1181027,"كرتون متعدد حلاوة 550 غم (ميار،فاخرة) أمنية",100,0.228,22.8,PKGWH
26000413,Closed (مغلق),1171020,حلاوة بلك سادة ميار - موسم,2/10/2026,3101,26000402,1171010,جلوكوز,525,0.36,189,RMWH
26000413,Closed (مغلق),1171020,حلاوة بلك سادة ميار - موسم,2/10/2026,3101,26000402,1171014,عرق حلاوة,14,1.503,21.042,RMWH
26000413,Closed (مغلق),1171020,حلاوة بلك سادة ميار - موسم,2/10/2026,3101,26000402,1081001,سكر 50 كعم 20*50,1.05,390.048,409.55,RMWH
26000413,Closed (مغلق),1171020,حلاوة بلك سادة ميار - موسم,2/10/2026,3101,26000402,1171008,مثبت,56,1.473,82.488,RMWH
26000413,Closed (مغلق),1171020,حلاوة بلك سادة ميار - موسم,2/10/2026,3101,26000402,1171005,فانيلا,1.05,14.666,15.399,RMWH
26000413,Closed (مغلق),1171020,حلاوة بلك سادة ميار - موسم,2/10/2026,3101,26000402,1171015,طحينية بلك شيخ الكار حجر,1566,0.147,230.203,WIP
26000413,Closed (مغلق),1171020,حلاوة بلك سادة ميار - موسم,2/10/2026,3101,26000402,1171001,ملح ليمون,1.75,0.736,1.288,RMWH
26000414,Closed (مغلق),1171013,حلاوة بلك رشة فستق ميار,2/10/2026,1411,26000403,1171020,حلاوة بلك سادة ميار - موسم,1400,0.599,838.6,WIP
26000414,Closed (مغلق),1171013,حلاوة بلك رشة فستق ميار,2/10/2026,1411,26000403,1171011,فستق حلبي,11,17.79,195.69,WIP
26000415,Closed (مغلق),1171028,حلاوة بلك فستق ميار,2/10/2026,1718,26000404,1171020,حلاوة بلك سادة ميار - موسم,1701,0.599,1018.899,WIP
26000415,Closed (مغلق),1171028,حلاوة بلك فستق ميار,2/10/2026,1718,26000404,1171011,فستق حلبي,17,17.79,302.43,WIP
26000416,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,2/8/2026,2172,26000408,1171010,جلوكوز,375,0.36,135,RMWH
26000416,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,2/8/2026,2172,26000408,1171014,عرق حلاوة,10,1.503,15.03,RMWH
26000416,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,2/8/2026,2172,26000408,1081001,سكر 50 كعم 20*50,0.75,390.048,292.536,RMWH
26000416,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,2/8/2026,2172,26000408,1171008,مثبت,40,1.473,58.92,RMWH
26000416,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,2/8/2026,2172,26000408,1171005,فانيلا,0.75,14.666,11,RMWH
26000416,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,2/8/2026,2172,26000408,1171015,طحينية بلك شيخ الكار حجر,1073,0.147,157.731,WIP
26000416,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,2/8/2026,2172,26000408,1171001,ملح ليمون,1.25,0.736,0.92,RMWH
26000417,Closed (مغلق),1171031,حلاوة بلك فستق شيخ الكار,2/10/2026,1807,26000410,1171022,حلاوة بلك سادة شيخ الكار,1774,0.642,1138.908,WIP
26000417,Closed (مغلق),1171031,حلاوة بلك فستق شيخ الكار,2/10/2026,1807,26000410,1171011,فستق حلبي,33,17.79,587.07,WIP
26000418,Closed (مغلق),1171026,حلاوة بلك شوكولاته شيخ الكار,2/10/2026,423,26000411,1171022,حلاوة بلك سادة شيخ الكار,398,0.642,255.516,WIP
26000418,Closed (مغلق),1171026,حلاوة بلك شوكولاته شيخ الكار,2/10/2026,423,26000411,1171003,كاكاو,14,6,84,RMWH
26000418,Closed (مغلق),1171026,حلاوة بلك شوكولاته شيخ الكار,2/10/2026,423,26000411,1171015,طحينية بلك شيخ الكار حجر,11,0.147,1.617,WIP
26000419,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,2/9/2026,5695,26000412,1171010,جلوكوز,975,0.36,351,RMWH
26000419,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,2/9/2026,5695,26000412,1171014,عرق حلاوة,26,1.503,39.078,RMWH
26000419,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,2/9/2026,5695,26000412,1081001,سكر 50 كعم 20*50,1.95,390.048,760.594,RMWH
26000419,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,2/9/2026,5695,26000412,1171008,مثبت,104,1.473,153.192,RMWH
26000419,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,2/9/2026,5695,26000412,1171005,فانيلا,1.95,14.666,28.599,RMWH
26000419,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,2/9/2026,5695,26000412,1171015,طحينية بلك شيخ الكار حجر,2791,0.147,410.277,WIP
26000419,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,2/9/2026,5695,26000412,1171001,ملح ليمون,3.25,0.736,2.392,RMWH
26000420,Closed (مغلق),1171031,حلاوة بلك فستق شيخ الكار,2/9/2026,3960,26000413,1171022,حلاوة بلك سادة شيخ الكار,3916,0.397,1554.652,WIP
26000420,Closed (مغلق),1171031,حلاوة بلك فستق شيخ الكار,2/9/2026,3960,26000413,1171011,فستق حلبي,44,17.79,782.76,WIP
26000421,Closed (مغلق),1171026,حلاوة بلك شوكولاته شيخ الكار,2/9/2026,474,26000414,1171022,حلاوة بلك سادة شيخ الكار,449,0.397,178.253,WIP
26000421,Closed (مغلق),1171026,حلاوة بلك شوكولاته شيخ الكار,2/9/2026,474,26000414,1171003,كاكاو,14,6,84,RMWH
26000421,Closed (مغلق),1171026,حلاوة بلك شوكولاته شيخ الكار,2/9/2026,474,26000414,1171015,طحينية بلك شيخ الكار حجر,11,0.147,1.617,WIP
26000422,Closed (مغلق),1171029,حلاوة بلك رشة شيخ الكار,2/9/2026,486,26000415,1171022,حلاوة بلك سادة شيخ الكار,482,0.397,191.354,WIP
26000422,Closed (مغلق),1171029,حلاوة بلك رشة شيخ الكار,2/9/2026,486,26000415,1171011,فستق حلبي,4,17.79,71.16,WIP
26000423,Closed (مغلق),1171020,حلاوة بلك سادة ميار - موسم,2/9/2026,2162,26000416,1171010,جلوكوز,375,0.36,135,RMWH
26000423,Closed (مغلق),1171020,حلاوة بلك سادة ميار - موسم,2/9/2026,2162,26000416,1171014,عرق حلاوة,10,1.503,15.03,RMWH
26000423,Closed (مغلق),1171020,حلاوة بلك سادة ميار - موسم,2/9/2026,2162,26000416,1081001,سكر 50 كعم 20*50,0.75,390.048,292.536,RMWH
26000423,Closed (مغلق),1171020,حلاوة بلك سادة ميار - موسم,2/9/2026,2162,26000416,1171008,مثبت,40,1.473,58.92,RMWH
26000423,Closed (مغلق),1171020,حلاوة بلك سادة ميار - موسم,2/9/2026,2162,26000416,1171005,فانيلا,0.75,14.666,11,RMWH
26000423,Closed (مغلق),1171020,حلاوة بلك سادة ميار - موسم,2/9/2026,2162,26000416,1171015,طحينية بلك شيخ الكار حجر,1124,0.147,165.228,WIP
26000423,Closed (مغلق),1171020,حلاوة بلك سادة ميار - موسم,2/9/2026,2162,26000416,1171001,ملح ليمون,1.25,0.736,0.92,RMWH
26000424,Closed (مغلق),1171013,حلاوة بلك رشة فستق ميار,2/9/2026,706,26000418,1171020,حلاوة بلك سادة ميار - موسم,698,0.459,320.382,WIP
26000424,Closed (مغلق),1171013,حلاوة بلك رشة فستق ميار,2/9/2026,706,26000418,1171011,فستق حلبي,8,17.79,142.32,RMWH
26000425,Closed (مغلق),1171028,حلاوة بلك فستق ميار,2/9/2026,1476,26000417,1171020,حلاوة بلك سادة ميار - موسم,1464,0.459,671.976,WIP
26000425,Closed (مغلق),1171028,حلاوة بلك فستق ميار,2/9/2026,1476,26000417,1171011,فستق حلبي,12,17.79,213.48,WIP
26000426,Closed (مغلق),1021039,شيخ الكار حلاوة 700 غم فستق 1*12,2/11/2026,3528,26000419,1181113,"كرتون شيخ الكار حلاوة 700/800 غم (فستق،سادة،شوكولاتة،ملوكي) دمعة",294,0.197,57.918,PKGWH
26000426,Closed (مغلق),1021039,شيخ الكار حلاوة 700 غم فستق 1*12,2/11/2026,3528,26000419,1171031,حلاوة بلك فستق شيخ الكار,2257.92,0.777,1754.404,WIP
26000426,Closed (مغلق),1021039,شيخ الكار حلاوة 700 غم فستق 1*12,2/11/2026,3528,26000419,1181423,علب شيخ الكار حلاوة 700 غم فستق,3528,0.15,529.2,PKGWH
26000427,Closed (مغلق),1021041,شيخ الكار حلاوة 700 غم سادة 1*12,2/11/2026,660,26000420,1181113,"كرتون شيخ الكار حلاوة 700/800 غم (فستق،سادة،شوكولاتة،ملوكي) دمعة",55,0.197,10.835,PKGWH
26000427,Closed (مغلق),1021041,شيخ الكار حلاوة 700 غم سادة 1*12,2/11/2026,660,26000420,1171022,حلاوة بلك سادة شيخ الكار,422.4,0.397,167.693,WIP
26000427,Closed (مغلق),1021041,شيخ الكار حلاوة 700 غم سادة 1*12,2/11/2026,660,26000420,1181425,علب شيخ الكار حلاوة 700 غم سادة,660,0.15,99,PKGWH
26000428,Closed (مغلق),1021024,الموسم حلاوة 6 كغم فستق 1*4,2/11/2026,388,26000423,1171031,حلاوة بلك فستق شيخ الكار,2328,0.777,1808.856,WIP
26000428,Closed (مغلق),1021024,الموسم حلاوة 6 كغم فستق 1*4,2/11/2026,388,26000423,1181344,جاط مربع حلاوة 5 كغم شفاف متعدد,388,0.551,213.788,PKGWH
26000428,Closed (مغلق),1021024,الموسم حلاوة 6 كغم فستق 1*4,2/11/2026,388,26000423,1181030,كرتون متعدد حلاوة 5 كغم مربع قديم,97,0.48,46.56,PKGWH
26000429,Closed (مغلق),1021043,شيخ الكار حلاوة 300 غم رشة فستق 1*12,2/11/2026,1800,26000421,1181022,"كرتون متعدد حلاوة 300 غم (فستق،سادة،شوكولاتة) مستطيل",150,0.157,23.55,PKGWH
26000429,Closed (مغلق),1021043,شيخ الكار حلاوة 300 غم رشة فستق 1*12,2/11/2026,1800,26000421,1171029,حلاوة بلك رشة شيخ الكار,486,0.54,262.44,WIP
26000429,Closed (مغلق),1021043,شيخ الكار حلاوة 300 غم رشة فستق 1*12,2/11/2026,1800,26000421,1181431,علب شيخ الكار حلاوة 300 غم رشة فستق,1800,0.098,176.4,PKGWH
26000430,Closed (مغلق),1021005,ميار حلاوة 300 غم رشة فستق 1*12,2/11/2026,2904,26000424,1171013,حلاوة بلك رشة فستق ميار,784.08,0.646,506.516,WIP
26000430,Closed (مغلق),1021005,ميار حلاوة 300 غم رشة فستق 1*12,2/11/2026,2904,26000424,1181019,"كرتون متعدد حلاوة 300 غم (ميار،شتلة،فاخرة) أمنية",242,0.106,25.652,PKGWH
26000430,Closed (مغلق),1021005,ميار حلاوة 300 غم رشة فستق 1*12,2/11/2026,2904,26000424,1181373,علب ميار حلاوة 300 غم رشة فستق أمنية,2904,0.088,255.552,PKGWH
26000431,Closed (مغلق),1171013,حلاوة بلك رشة فستق ميار,2/10/2026,80,26000422,1171020,حلاوة بلك سادة ميار - موسم,79.5,0.459,36.491,WIP
26000431,Closed (مغلق),1171013,حلاوة بلك رشة فستق ميار,2/10/2026,80,26000422,1171011,فستق حلبي,0.5,17.79,8.895,WIP
26000432,Closed (مغلق),1011007,ميار طحينية 900 غم مطرة 1*12,2/11/2026,984,26000452,1181221,مطرة ميار طحينية 900 غم,984,0.105,103.32,PKGWH
26000432,Closed (مغلق),1011007,ميار طحينية 900 غم مطرة 1*12,2/11/2026,984,26000452,1181013,كرتون متعدد طحينية 900 غم مطرة,82,0.207,16.974,PKGWH
26000432,Closed (مغلق),1011007,ميار طحينية 900 غم مطرة 1*12,2/11/2026,984,26000452,1171017,طحينية بلك ميار - موسم  كروما,836.4,1.495,1250.418,WIP
26000433,Closed (مغلق),1011008,ميار طحينية 550 غم 1*12,2/11/2026,2448,26000427,1181237,مرتبان ميار طحينية 550 غم,2448,0.13,318.24,PKGWH
26000433,Closed (مغلق),1011008,ميار طحينية 550 غم 1*12,2/11/2026,2448,26000427,1181370,كرتون اكسترا فاخرة طحينية 400 غم,204,0.165,33.66,WIP
26000433,Closed (مغلق),1011008,ميار طحينية 550 غم 1*12,2/11/2026,2448,26000427,1171017,طحينية بلك ميار - موسم  كروما,1175.04,1.495,1756.685,WIP
