الشركة,الصنف,الوصف,رمز المستودع,اسم المستودع,الرصيد,قيمة المخزون,كلفة الوحدة,سعر البيع,الربح,هامش الربح,Column1
SHK,1151111,شيخ الكار بيض طازج 1920 غم فأكثر 1*1,FGWH,مستودع البضاعة الجاهزة,1312,2848.623,2.057643646,0,-2.057643646,#DIV/0!,#N/A
SHK,1151111,شيخ الكار بيض طازج 1920 غم فأكثر 1*1,112,مستودع الموقر تجاري,3032,6089.781,2.057643646,0,-2.057643646,#DIV/0!,#N/A
SHK,1151100,قشطة قرشلة وكعك بأنواعه محلى او سادة 1 كغم,FGWH,مستودع البضاعة الجاهزة,2402.5,3406.627,1.387766717,0,-1.387766717,#DIV/0!,#N/A
SHK,1151100,قشطة قرشلة وكعك بأنواعه محلى او سادة 1 كغم,112,مستودع الموقر تجاري,1254,1667.742,1.387766717,0,-1.387766717,#DIV/0!,#N/A
SHK,1151066,قشطة خبز شراك,FGWH,مستودع البضاعة الجاهزة,3632,471.9,0.129966718,0,-0.129966718,#DIV/0!,#N/A
SHK,1151066,قشطة خبز شراك,112,مستودع الموقر تجاري,4180,543.4,0.129966718,0,-0.129966718,#DIV/0!,#N/A
SHK,1151116,لويال سائل لغسيل الايدي 500 ملم *1,FGWH,مستودع البضاعة الجاهزة,3022,1972.907,0.674652769,0,-0.674652769,#DIV/0!,#N/A
SHK,1151116,لويال سائل لغسيل الايدي 500 ملم *1,112,مستودع الموقر تجاري,48,98.277,0.674652769,0,-0.674652769,#DIV/0!,#N/A
SHK,1031016,ميار شعيرية 300 غم 1*24,102,مستودع عمار عنبة,0.001,1.477,0.127940986,0.192,0.064059014,0.3336407,4
SHK,1031016,ميار شعيرية 300 غم 1*24,FGWH,مستودع البضاعة الجاهزة,93,-5.795,0.127940986,0.192,0.064059014,0.3336407,4
SHK,1031016,ميار شعيرية 300 غم 1*24,IRBID,مستودع أربد,486,59.022,0.127940986,0.192,0.064059014,0.3336407,4
SHK,1031016,ميار شعيرية 300 غم 1*24,106,مستودع يوسف أحمد,93,11.717,0.127940986,0.192,0.064059014,0.3336407,4
SHK,1031016,ميار شعيرية 300 غم 1*24,EXPWH,مستودع التوالف,197,25.551,0.127940986,0.192,0.064059014,0.3336407,4
SHK,1031016,ميار شعيرية 300 غم 1*24,108,مستودع يزن حمدان,246,32.62,0.127940986,0.192,0.064059014,0.3336407,4
SHK,1031016,ميار شعيرية 300 غم 1*24,112,مستودع الموقر تجاري,480,79.474,0.127940986,0.192,0.064059014,0.3336407,4
SHK,1091004,ميار محضر غذائي بالدسم النباتي 250 غم *24,102,مستودع عمار عنبة,0.001,3.425,0.370865807,0.55,0.179134193,0.325698533,16
SHK,1091004,ميار محضر غذائي بالدسم النباتي 250 غم *24,106,مستودع يوسف أحمد,33,12.66,0.370865807,0.55,0.179134193,0.325698533,16
SHK,1091004,ميار محضر غذائي بالدسم النباتي 250 غم *24,FGWH,مستودع البضاعة الجاهزة,22486,8310.229,0.370865807,0.55,0.179134193,0.325698533,16
SHK,1091004,ميار محضر غذائي بالدسم النباتي 250 غم *24,MOHWH,مستودع محمد البستنجي - الكرك,240,113.227,0.370865807,0.55,0.179134193,0.325698533,16
SHK,1091004,ميار محضر غذائي بالدسم النباتي 250 غم *24,IRBID,مستودع أربد,0.001,0.015,0.370865807,0.55,0.179134193,0.325698533,16
SHK,1091004,ميار محضر غذائي بالدسم النباتي 250 غم *24,EXPWH,مستودع التوالف,52,19.627,0.370865807,0.55,0.179134193,0.325698533,16
SHK,1091004,ميار محضر غذائي بالدسم النباتي 250 غم *24,108,مستودع يزن حمدان,72,27.34,0.370865807,0.55,0.179134193,0.325698533,16
SHK,1071001,شيخ الكار سردين بالفلفل الحار 125 غم 1*50,FGWH,مستودع البضاعة الجاهزة,101360,28515.438,0.2811368,0.46,0.1788632,0.388833043,0
SHK,1071001,شيخ الكار سردين بالفلفل الحار 125 غم 1*50,102,مستودع عمار عنبة,0.001,-0.94,0.2811368,0.46,0.1788632,0.388833043,0
SHK,1071001,شيخ الكار سردين بالفلفل الحار 125 غم 1*50,IRBID,مستودع أربد,223.001,62.748,0.2811368,0.46,0.1788632,0.388833043,0
SHK,1071001,شيخ الكار سردين بالفلفل الحار 125 غم 1*50,MOHWH,مستودع محمد البستنجي - الكرك,1600,431.946,0.2811368,0.46,0.1788632,0.388833043,0
SHK,1071001,شيخ الكار سردين بالفلفل الحار 125 غم 1*50,106,مستودع يوسف أحمد,138,38.79,0.2811368,0.46,0.1788632,0.388833043,0
SHK,1071001,شيخ الكار سردين بالفلفل الحار 125 غم 1*50,108,مستودع يزن حمدان,228,64.092,0.2811368,0.46,0.1788632,0.388833043,0
SHK,1071001,شيخ الكار سردين بالفلفل الحار 125 غم 1*50,112,مستودع الموقر تجاري,8774,2466.398,0.2811368,0.46,0.1788632,0.388833043,0
SHK,1071001,شيخ الكار سردين بالفلفل الحار 125 غم 1*50,EXPWH,مستودع التوالف,158,44.077,0.2811368,0.46,0.1788632,0.388833043,0
SHK,1081001,سكر 50 كعم 20*50,FGWH,مستودع البضاعة الجاهزة,4.68,1868.718,399.2987179,0,-399.2987179,#DIV/0!,#N/A
SHK,1131003,شيخ الكار ذرة حلوة 340 غم 1*24,102,مستودع عمار عنبة,0.001,0,0.372999753,0.615,0.242000247,0.393496336,16
SHK,1131003,شيخ الكار ذرة حلوة 340 غم 1*24,FGWH,مستودع البضاعة الجاهزة,2123,791.879,0.372999753,0.615,0.242000247,0.393496336,16
SHK,1131003,شيخ الكار ذرة حلوة 340 غم 1*24,EXPWH,مستودع التوالف,17,6.341,0.372999753,0.615,0.242000247,0.393496336,16
SHK,1131003,شيخ الكار ذرة حلوة 340 غم 1*24,IRBID,مستودع أربد,288,107.424,0.372999753,0.615,0.242000247,0.393496336,16
SHK,1131003,شيخ الكار ذرة حلوة 340 غم 1*24,MOHWH,مستودع محمد البستنجي - الكرك,0.001,0,0.372999753,0.615,0.242000247,0.393496336,16
SHK,1131003,شيخ الكار ذرة حلوة 340 غم 1*24,108,مستودع يزن حمدان,48,17.904,0.372999753,0.615,0.242000247,0.393496336,16
SHK,1131003,شيخ الكار ذرة حلوة 340 غم 1*24,106,مستودع يوسف أحمد,42,15.666,0.372999753,0.615,0.242000247,0.393496336,16
SHK,1131003,شيخ الكار ذرة حلوة 340 غم 1*24,112,مستودع الموقر تجاري,503,187.619,0.372999753,0.615,0.242000247,0.393496336,16
SHK,1151115,لويال سائل للجلي 2 لتر *1,FGWH,مستودع البضاعة الجاهزة,1735,2482.224,1.430676657,0,-1.430676657,#DIV/0!,#N/A
SHK,1151015,"شيخ الكار برغل 1 كغم (ناعم,خشن)",FGWH,مستودع البضاعة الجاهزة,14,7.827,0.559459918,0,-0.559459918,#DIV/0!,#N/A
SHK,1151015,"شيخ الكار برغل 1 كغم (ناعم,خشن)",112,مستودع الموقر تجاري,2930,1639.223,0.559459918,0,-0.559459918,#DIV/0!,#N/A
SHK,1151021,شيخ الكار حمص حب (نمرة 11) 1 كغم,FGWH,مستودع البضاعة الجاهزة,30,37.69,1.262352066,0,-1.262352066,#DIV/0!,#N/A
SHK,1151021,شيخ الكار حمص حب (نمرة 11) 1 كغم,112,مستودع الموقر تجاري,1785,2253.479,1.262352066,0,-1.262352066,#DIV/0!,#N/A
SHK,1151031,شيخ الكار رب البندورة 1350 غم تركيز 26 %,FGWH,مستودع البضاعة الجاهزة,56,11.2,0.2,0,-0.2,#DIV/0!,#N/A
SHK,1151082,غدير لانشون 800 غم 1*1,FGWH,مستودع البضاعة الجاهزة,984,939.689,0.958578297,0,-0.958578297,#DIV/0!,#N/A
SHK,1151082,غدير لانشون 800 غم 1*1,112,مستودع الموقر تجاري,1200,1153.846,0.958578297,0,-0.958578297,#DIV/0!,#N/A
SHK,1151099,فريشي مسحوق شراب نكهات مختلفة 750 غم 1*1,FGWH,مستودع البضاعة الجاهزة,178,1912.513,10.74445506,0,-10.74445506,#DIV/0!,#N/A
SHK,1151034,ميار طحينية 900 غم 1*1,FGWH,مستودع البضاعة الجاهزة,36,79.056,2.196,0,-2.196,#DIV/0!,#N/A
SHK,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,FGWH,مستودع البضاعة الجاهزة,31079,8917.525,0.279145581,0.46,0.180854419,0.393161781,0
SHK,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,IRBID,مستودع أربد,350.001,98.33,0.279145581,0.46,0.180854419,0.393161781,0
SHK,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,EXPWH,مستودع التوالف,84,23.124,0.279145581,0.46,0.180854419,0.393161781,0
SHK,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,MOHWH,مستودع محمد البستنجي - الكرك,1400,148.654,0.279145581,0.46,0.180854419,0.393161781,0
SHK,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,108,مستودع يزن حمدان,153,42.704,0.279145581,0.46,0.180854419,0.393161781,0
SHK,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,106,مستودع يوسف أحمد,150,41.864,0.279145581,0.46,0.180854419,0.393161781,0
SHK,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,112,مستودع الموقر تجاري,9219,2573.342,0.279145581,0.46,0.180854419,0.393161781,0
SHK,1151092,قشطة قرشلة مطحونة ناعم أو خشن او حار 1 كغم,FGWH,مستودع البضاعة الجاهزة,11,16.768,1.456555556,0,-1.456555556,#DIV/0!,#N/A
SHK,1151092,قشطة قرشلة مطحونة ناعم أو خشن او حار 1 كغم,112,مستودع الموقر تجاري,7,9.45,1.456555556,0,-1.456555556,#DIV/0!,#N/A
SHK,1151119,سيترس مبيض الغسيل للملابس (كلور) 1 لتر *1,FGWH,مستودع البضاعة الجاهزة,420,100.38,0.330068,0,-0.330068,#DIV/0!,#N/A
SHK,1151119,سيترس مبيض الغسيل للملابس (كلور) 1 لتر *1,112,مستودع الموقر تجاري,80,64.654,0.330068,0,-0.330068,#DIV/0!,#N/A
SHK,1151129,لويال مادة تلميع الاثاث 500 ملم *1,FGWH,مستودع البضاعة الجاهزة,938,606.96,0.647078891,0,-0.647078891,#DIV/0!,#N/A
SHK,1151120,لويال منظف أرضيات 2.4 لتر *1,FGWH,مستودع البضاعة الجاهزة,1500,2267.67,1.51178,0,-1.51178,#DIV/0!,#N/A
SHK,1151028,بردى بينكغ باودر 200 غم *1,FGWH,مستودع البضاعة الجاهزة,80,29.394,0.367425,0,-0.367425,#DIV/0!,#N/A
SHK,1151018,شيخ الكار عدس حب 1 كغم,FGWH,مستودع البضاعة الجاهزة,3022.92,2290.513,0.757716059,0,-0.757716059,#DIV/0!,#N/A
SHK,1151018,شيخ الكار عدس حب 1 كغم,112,مستودع الموقر تجاري,1032,781.965,0.757716059,0,-0.757716059,#DIV/0!,#N/A
SHK,1151072,شيخ الكار عدس مجروش 1 كغم,FGWH,مستودع البضاعة الجاهزة,50,35.369,0.690853072,0,-0.690853072,#DIV/0!,#N/A
SHK,1151072,شيخ الكار عدس مجروش 1 كغم,112,مستودع الموقر تجاري,2652,1831.316,0.690853072,0,-0.690853072,#DIV/0!,#N/A
SHK,1151126,فاين كير حفاظات للكبار كبير 16 فوطة *1,FGWH,مستودع البضاعة الجاهزة,200,955.6,4.986125,0,-4.986125,#DIV/0!,#N/A
SHK,1151126,فاين كير حفاظات للكبار كبير 16 فوطة *1,112,مستودع الموقر تجاري,3000,15000,4.986125,0,-4.986125,#DIV/0!,#N/A
SHK,1151114,لايف وايف مزيل للدهون بخاخ 600 ملم *1,FGWH,مستودع البضاعة الجاهزة,124,6.073,0.048975806,0,-0.048975806,#DIV/0!,#N/A
SHK,1151130,لويال شامبو شعر للكبار 800 ملم *1,FGWH,مستودع البضاعة الجاهزة,300,498.862,1.662873333,0,-1.662873333,#DIV/0!,#N/A
SHK,1071008,ميار تونا 120 غم بالزيت النباتي 1*48,FGWH,مستودع البضاعة الجاهزة,218893,72156.204,0.329581756,0.5,0.170418244,0.340836488,0
SHK,1071008,ميار تونا 120 غم بالزيت النباتي 1*48,IRBID,مستودع أربد,200,57.819,0.329581756,0.5,0.170418244,0.340836488,0
SHK,1071008,ميار تونا 120 غم بالزيت النباتي 1*48,MOHWH,مستودع محمد البستنجي - الكرك,2108,689.306,0.329581756,0.5,0.170418244,0.340836488,0
SHK,1071008,ميار تونا 120 غم بالزيت النباتي 1*48,106,مستودع يوسف أحمد,123,50.575,0.329581756,0.5,0.170418244,0.340836488,0
SHK,1071008,ميار تونا 120 غم بالزيت النباتي 1*48,108,مستودع يزن حمدان,188,67.748,0.329581756,0.5,0.170418244,0.340836488,0
SHK,1071008,ميار تونا 120 غم بالزيت النباتي 1*48,EXPWH,مستودع التوالف,50,16.217,0.329581756,0.5,0.170418244,0.340836488,0
SHK,1071008,ميار تونا 120 غم بالزيت النباتي 1*48,112,مستودع الموقر تجاري,2520,815.47,0.329581756,0.5,0.170418244,0.340836488,0
SHK,1071007,ميار تونا 120 غم بالفلفل الحار 1*48,FGWH,مستودع البضاعة الجاهزة,63380,19092.644,0.311929679,0.5,0.188070321,0.376140641,0
SHK,1071007,ميار تونا 120 غم بالفلفل الحار 1*48,IRBID,مستودع أربد,412,172.301,0.311929679,0.5,0.188070321,0.376140641,0
SHK,1071007,ميار تونا 120 غم بالفلفل الحار 1*48,106,مستودع يوسف أحمد,120,57.798,0.311929679,0.5,0.188070321,0.376140641,0
SHK,1071007,ميار تونا 120 غم بالفلفل الحار 1*48,102,مستودع عمار عنبة,0.001,-30.291,0.311929679,0.5,0.188070321,0.376140641,0
SHK,1071007,ميار تونا 120 غم بالفلفل الحار 1*48,MOHWH,مستودع محمد البستنجي - الكرك,1444,412.403,0.311929679,0.5,0.188070321,0.376140641,0
SHK,1071007,ميار تونا 120 غم بالفلفل الحار 1*48,108,مستودع يزن حمدان,204,77.213,0.311929679,0.5,0.188070321,0.376140641,0
SHK,1071007,ميار تونا 120 غم بالفلفل الحار 1*48,Bonded,مستودع بضاعة في البوندد,48,683.748,0.311929679,0.5,0.188070321,0.376140641,0
SHK,1071007,ميار تونا 120 غم بالفلفل الحار 1*48,112,مستودع الموقر تجاري,1752,545.732,0.311929679,0.5,0.188070321,0.376140641,0
SHK,1071007,ميار تونا 120 غم بالفلفل الحار 1*48,EXPWH,مستودع التوالف,50,15.632,0.311929679,0.5,0.188070321,0.376140641,0
SHK,1151036,شيخ الكار مرقة الدجاج مكعبات 20 غم 1*1,FGWH,مستودع البضاعة الجاهزة,621,16.146,0.026,0,-0.026,#DIV/0!,#N/A
SHK,1151070,قشطة خبز حمام 1 كغم,FGWH,مستودع البضاعة الجاهزة,3579.46,1797.945,0.507540366,0,-0.507540366,#DIV/0!,#N/A
SHK,1151070,قشطة خبز حمام 1 كغم,112,مستودع الموقر تجاري,2435.5,1254.89,0.507540366,0,-0.507540366,#DIV/0!,#N/A
SHK,1151065,قشطة خبز قمح أسمر(لمرضى السكري صغير),FGWH,مستودع البضاعة الجاهزة,2893,1101.902,0.387694554,0,-0.387694554,#DIV/0!,#N/A
SHK,1151065,قشطة خبز قمح أسمر(لمرضى السكري صغير),112,مستودع الموقر تجاري,1422,571,0.387694554,0,-0.387694554,#DIV/0!,#N/A
SHK,1151071,قشطة خبز كماج صغير 1 كغم,FGWH,مستودع البضاعة الجاهزة,32840.046,12246.162,0.369065286,0,-0.369065286,#DIV/0!,#N/A
SHK,1151071,قشطة خبز كماج صغير 1 كغم,112,مستودع الموقر تجاري,22900,8325.554,0.369065286,0,-0.369065286,#DIV/0!,#N/A
SHK,1151090,قشطة خبز مسخن طحين زيرو,FGWH,مستودع البضاعة الجاهزة,84,8.4,0.1,0,-0.1,#DIV/0!,#N/A
SHK,1151104,قشطة قطايف 1 كغم,FGWH,مستودع البضاعة الجاهزة,33.5,33.078,0.987402985,0,-0.987402985,#DIV/0!,#N/A
SHK,1151081,أكسترا لحمة بقرية 340 غم 1*1,FGWH,مستودع البضاعة الجاهزة,116,179.565,1.558515719,0,-1.558515719,#DIV/0!,#N/A
SHK,1151081,أكسترا لحمة بقرية 340 غم 1*1,112,مستودع الموقر تجاري,1538,2398.22,1.558515719,0,-1.558515719,#DIV/0!,#N/A
SHK,1151059,شيخ الكار زيتون أسود 1 كغم,FGWH,مستودع البضاعة الجاهزة,370,607.271,1.641272973,0,-1.641272973,#DIV/0!,#N/A
SHK,1151122,لويال ملين ملابس 1.5 لتر *1,FGWH,مستودع البضاعة الجاهزة,320,592.742,1.85231875,0,-1.85231875,#DIV/0!,#N/A
SHK,1151064,شيخ الكار زيتون أخضر 1 كغم,FGWH,مستودع البضاعة الجاهزة,461,777.027,1.684510204,0,-1.684510204,#DIV/0!,#N/A
SHK,1151064,شيخ الكار زيتون أخضر 1 كغم,112,مستودع الموقر تجاري,29,48.383,1.684510204,0,-1.684510204,#DIV/0!,#N/A
SHK,1151118,لويال سائل غسيل ملابس 5 لتر *1,FGWH,مستودع البضاعة الجاهزة,585,3143.485,5.373478632,0,-5.373478632,#DIV/0!,#N/A
SHK,1151131,سوبر كريستال قشاطة أرضية 60-70 سم *1,FGWH,مستودع البضاعة الجاهزة,75,9.45,0.126,0,-0.126,#DIV/0!,#N/A
SHK,1151033,شيخ الكار سمسم حب مقشور ني  1 كغم,FGWH,مستودع البضاعة الجاهزة,477,763.2,1.6,0,-1.6,#DIV/0!,#N/A
SHK,1151109,شيخ الكار هال حب 1 كغم,FGWH,مستودع البضاعة الجاهزة,82,401.334,4.761320988,0,-4.761320988,#DIV/0!,#N/A
SHK,1151109,شيخ الكار هال حب 1 كغم,112,مستودع الموقر تجاري,80,370,4.761320988,0,-4.761320988,#DIV/0!,#N/A
SHK,1151135,شيخ الكار ملح ليمون 1 كغم,FGWH,مستودع البضاعة الجاهزة,8,5.567,0.695875,0,-0.695875,#DIV/0!,#N/A
SHK,1151055,استريكو خميرة افرنجية جافة 100 غم *1,FGWH,مستودع البضاعة الجاهزة,8149,1083.253,0.134667523,0,-0.134667523,#DIV/0!,#N/A
SHK,1151055,استريكو خميرة افرنجية جافة 100 غم *1,112,مستودع الموقر تجاري,23,17.25,0.134667523,0,-0.134667523,#DIV/0!,#N/A
SHK,1111002,شيخ الكار جميد سائل 1 كغم 1*8,FGWH,مستودع البضاعة الجاهزة,2360,2767.03,1.226357153,2.169,0.942642847,0.434597901,5
SHK,1111002,شيخ الكار جميد سائل 1 كغم 1*8,106,مستودع يوسف أحمد,23,30.08,1.226357153,2.169,0.942642847,0.434597901,5
SHK,1111002,شيخ الكار جميد سائل 1 كغم 1*8,MOHWH,مستودع محمد البستنجي - الكرك,88,107.035,1.226357153,2.169,0.942642847,0.434597901,5
SHK,1111002,شيخ الكار جميد سائل 1 كغم 1*8,EXPWH,مستودع التوالف,340,418.509,1.226357153,2.169,0.942642847,0.434597901,5
SHK,1111002,شيخ الكار جميد سائل 1 كغم 1*8,IRBID,مستودع أربد,123.001,139.159,1.226357153,2.169,0.942642847,0.434597901,5
SHK,1111002,شيخ الكار جميد سائل 1 كغم 1*8,108,مستودع يزن حمدان,31,43.525,1.226357153,2.169,0.942642847,0.434597901,5
SHK,1111002,شيخ الكار جميد سائل 1 كغم 1*8,112,مستودع الموقر تجاري,10334,12803.987,1.226357153,2.169,0.942642847,0.434597901,5
SHK,1121004,شيخ الكار معجون طماطم 1350 غم 26-24 1*6,IRBID,مستودع أربد,78,92.532,1.184791264,1.667,0.482208736,0.289267388,2
SHK,1121004,شيخ الكار معجون طماطم 1350 غم 26-24 1*6,FGWH,مستودع البضاعة الجاهزة,16617,19671.42,1.184791264,1.667,0.482208736,0.289267388,2
SHK,1121004,شيخ الكار معجون طماطم 1350 غم 26-24 1*6,106,مستودع يوسف أحمد,24,28.442,1.184791264,1.667,0.482208736,0.289267388,2
SHK,1121004,شيخ الكار معجون طماطم 1350 غم 26-24 1*6,MOHWH,مستودع محمد البستنجي - الكرك,12,14.629,1.184791264,1.667,0.482208736,0.289267388,2
SHK,1121004,شيخ الكار معجون طماطم 1350 غم 26-24 1*6,108,مستودع يزن حمدان,23,27.257,1.184791264,1.667,0.482208736,0.289267388,2
SHK,1121004,شيخ الكار معجون طماطم 1350 غم 26-24 1*6,EXPWH,مستودع التوالف,155,198.628,1.184791264,1.667,0.482208736,0.289267388,2
SHK,1121004,شيخ الكار معجون طماطم 1350 غم 26-24 1*6,112,مستودع الموقر تجاري,1636,1939.046,1.184791264,1.667,0.482208736,0.289267388,2
SHK,1121001,شيخ الكار كاتشب 800 غم 1*12,IRBID,مستودع أربد,12.001,3.951,0.483153494,0.75,0.266846506,0.355795342,16
SHK,1121001,شيخ الكار كاتشب 800 غم 1*12,106,مستودع يوسف أحمد,69,33.304,0.483153494,0.75,0.266846506,0.355795342,16
SHK,1121001,شيخ الكار كاتشب 800 غم 1*12,FGWH,مستودع البضاعة الجاهزة,20696,10000.202,0.483153494,0.75,0.266846506,0.355795342,16
SHK,1121001,شيخ الكار كاتشب 800 غم 1*12,MOHWH,مستودع محمد البستنجي - الكرك,318,156.747,0.483153494,0.75,0.266846506,0.355795342,16
SHK,1121001,شيخ الكار كاتشب 800 غم 1*12,108,مستودع يزن حمدان,62,29.954,0.483153494,0.75,0.266846506,0.355795342,16
SHK,1121001,شيخ الكار كاتشب 800 غم 1*12,EXPWH,مستودع التوالف,38,18.639,0.483153494,0.75,0.266846506,0.355795342,16
SHK,1121001,شيخ الكار كاتشب 800 غم 1*12,112,مستودع الموقر تجاري,3360,1621.045,0.483153494,0.75,0.266846506,0.355795342,16
SHK,1121001,شيخ الكار كاتشب 800 غم 1*12,101,مستودع قصي ذيب,0.001,-0.007,0.483153494,0.75,0.266846506,0.355795342,16
SHK,1031019,ميار معكرونة بيني 300 غم 1*24,IRBID,مستودع أربد,93,12.474,0.127458803,0.192,0.064541197,0.336152067,5
SHK,1031019,ميار معكرونة بيني 300 غم 1*24,106,مستودع يوسف أحمد,72,9.155,0.127458803,0.192,0.064541197,0.336152067,5
SHK,1031019,ميار معكرونة بيني 300 غم 1*24,MOHWH,مستودع محمد البستنجي - الكرك,144,22.812,0.127458803,0.192,0.064541197,0.336152067,5
SHK,1031019,ميار معكرونة بيني 300 غم 1*24,108,مستودع يزن حمدان,180,22.904,0.127458803,0.192,0.064541197,0.336152067,5
SHK,1031019,ميار معكرونة بيني 300 غم 1*24,112,مستودع الموقر تجاري,25342,3225.016,0.127458803,0.192,0.064541197,0.336152067,5
SHK,1031019,ميار معكرونة بيني 300 غم 1*24,EXPWH,مستودع التوالف,69,8.822,0.127458803,0.192,0.064541197,0.336152067,5
SHK,1031022,ميار معكرونة كوع 300 غم 1*24,IRBID,مستودع أربد,192,24.09,0.129314105,0.192,0.062685895,0.326489035,5
SHK,1031022,ميار معكرونة كوع 300 غم 1*24,MOHWH,مستودع محمد البستنجي - الكرك,216,36.301,0.129314105,0.192,0.062685895,0.326489035,5
SHK,1031022,ميار معكرونة كوع 300 غم 1*24,106,مستودع يوسف أحمد,82,10.441,0.129314105,0.192,0.062685895,0.326489035,5
SHK,1031022,ميار معكرونة كوع 300 غم 1*24,108,مستودع يزن حمدان,177,23.057,0.129314105,0.192,0.062685895,0.326489035,5
SHK,1031022,ميار معكرونة كوع 300 غم 1*24,112,مستودع الموقر تجاري,6431,824.036,0.129314105,0.192,0.062685895,0.326489035,5
SHK,1031022,ميار معكرونة كوع 300 غم 1*24,EXPWH,مستودع التوالف,27,3.438,0.129314105,0.192,0.062685895,0.326489035,5
SHK,1051002,ميار شاي 100 ميدالية 1*24,IRBID,مستودع أربد,144,103.125,0.716653082,0.917,0.200346918,0.218480827,0
SHK,1051002,ميار شاي 100 ميدالية 1*24,FGWH,مستودع البضاعة الجاهزة,6178,4444.196,0.716653082,0.917,0.200346918,0.218480827,0
SHK,1051002,ميار شاي 100 ميدالية 1*24,106,مستودع يوسف أحمد,25,17.908,0.716653082,0.917,0.200346918,0.218480827,0
SHK,1051002,ميار شاي 100 ميدالية 1*24,MOHWH,مستودع محمد البستنجي - الكرك,456,313.164,0.716653082,0.917,0.200346918,0.218480827,0
SHK,1051002,ميار شاي 100 ميدالية 1*24,108,مستودع يزن حمدان,24,17.189,0.716653082,0.917,0.200346918,0.218480827,0
SHK,1051002,ميار شاي 100 ميدالية 1*24,EXPWH,مستودع التوالف,7,4.998,0.716653082,0.917,0.200346918,0.218480827,0
SHK,1051002,ميار شاي 100 ميدالية 1*24,112,مستودع الموقر تجاري,5999,4296.229,0.716653082,0.917,0.200346918,0.218480827,0
SHK,1131001,شيخ الكار فطر مقطع 300 غم 1*24,IRBID,مستودع أربد,528,88.98,0.195382754,0.312,0.116617246,0.373773225,16
SHK,1131001,شيخ الكار فطر مقطع 300 غم 1*24,106,مستودع يوسف أحمد,193,38.136,0.195382754,0.312,0.116617246,0.373773225,16
SHK,1131001,شيخ الكار فطر مقطع 300 غم 1*24,FGWH,مستودع البضاعة الجاهزة,113156,22112.917,0.195382754,0.312,0.116617246,0.373773225,16
SHK,1131001,شيخ الكار فطر مقطع 300 غم 1*24,EXPWH,مستودع التوالف,322,62.693,0.195382754,0.312,0.116617246,0.373773225,16
SHK,1131001,شيخ الكار فطر مقطع 300 غم 1*24,108,مستودع يزن حمدان,69,13.634,0.195382754,0.312,0.116617246,0.373773225,16
SHK,1131001,شيخ الكار فطر مقطع 300 غم 1*24,112,مستودع الموقر تجاري,4320,853.69,0.195382754,0.312,0.116617246,0.373773225,16
SHK,1031021,ميار معكرونة سباغيتي 300 غم 1*24,IRBID,مستودع أربد,144.001,18.29,0.127078778,0.192,0.064921222,0.338131363,5
SHK,1031021,ميار معكرونة سباغيتي 300 غم 1*24,106,مستودع يوسف أحمد,86,10.931,0.127078778,0.192,0.064921222,0.338131363,5
SHK,1031021,ميار معكرونة سباغيتي 300 غم 1*24,EXPWH,مستودع التوالف,926,117.665,0.127078778,0.192,0.064921222,0.338131363,5
SHK,1031021,ميار معكرونة سباغيتي 300 غم 1*24,MOHWH,مستودع محمد البستنجي - الكرك,648,82.257,0.127078778,0.192,0.064921222,0.338131363,5
SHK,1031021,ميار معكرونة سباغيتي 300 غم 1*24,108,مستودع يزن حمدان,131,16.648,0.127078778,0.192,0.064921222,0.338131363,5
SHK,1031021,ميار معكرونة سباغيتي 300 غم 1*24,112,مستودع الموقر تجاري,40080,5093.424,0.127078778,0.192,0.064921222,0.338131363,5
SHK,1131006,شيخ الكار فول حب 400 غم (73) 1*24,IRBID,مستودع أربد,286.001,56.738,0.198074513,0.26,0.061925487,0.238174949,2
SHK,1131006,شيخ الكار فول حب 400 غم (73) 1*24,106,مستودع يوسف أحمد,48,9.521,0.198074513,0.26,0.061925487,0.238174949,2
SHK,1131006,شيخ الكار فول حب 400 غم (73) 1*24,FGWH,مستودع البضاعة الجاهزة,60,7.175,0.198074513,0.26,0.061925487,0.238174949,2
SHK,1131006,شيخ الكار فول حب 400 غم (73) 1*24,MOHWH,مستودع محمد البستنجي - الكرك,24,9.314,0.198074513,0.26,0.061925487,0.238174949,2
SHK,1131006,شيخ الكار فول حب 400 غم (73) 1*24,EXPWH,مستودع التوالف,143,28.372,0.198074513,0.26,0.061925487,0.238174949,2
SHK,1101003,جولدن أرز بسمتي ذهبي 10 كيلو (1121) *4,FGWH,مستودع البضاعة الجاهزة,3,21.861,7.287,10,2.713,0.2713,#N/A
SHK,1101003,جولدن أرز بسمتي ذهبي 10 كيلو (1121) *4,EXPWH,مستودع التوالف,6,43.722,7.287,10,2.713,0.2713,#N/A
SHK,1131004,شيخ الكار ذرة حلوة 130 غم 1*24,FGWH,مستودع البضاعة الجاهزة,25868,4408.975,0.177500233,0.3,0.122499767,0.408332556,16
