الشركة,الصنف,الوصف,رمز المستودع,اسم المستودع,الرصيد,قيمة المخزون,كلفة الوحدة,سعر البيع,الربح,هامش الربح,Column1
MUWAQQAR,1021005,ميار حلاوة 300 غم رشة فستق 1*12,FGWH,مستودع البضاعة الجاهزة حسام,955,-56.991,0.208518566,0.721,0.512481434,0.710792557,5
MUWAQQAR,1021005,ميار حلاوة 300 غم رشة فستق 1*12,HOSAM,مستودع عبدالله البستنجي موقر,4,10.14,0.208518566,0.721,0.512481434,0.710792557,5
MUWAQQAR,1021005,ميار حلاوة 300 غم رشة فستق 1*12,EXPWH,مستودع التوالف,134,45.357,0.208518566,0.721,0.512481434,0.710792557,5
MUWAQQAR,1181344,جاط مربع حلاوة 5 كغم شفاف متعدد,PKGWH,مستودع التعبئة والتغليف,1652,955.239,0.575021652,0,-0.575021652,#DIV/0!,#N/A
MUWAQQAR,1181344,جاط مربع حلاوة 5 كغم شفاف متعدد,EXPWH,مستودع التوالف,39,23.634,0.575021652,0,-0.575021652,#DIV/0!,#N/A
MUWAQQAR,1181344,جاط مربع حلاوة 5 كغم شفاف متعدد,WIP,WIP,64,30.29,0.575021652,0,-0.575021652,#DIV/0!,#N/A
MUWAQQAR,1181227,مطرة عرفة طحينية 900 غم,PKGWH,مستودع التعبئة والتغليف,4050,445.5,0.11,0,-0.11,#DIV/0!,#N/A
MUWAQQAR,1181142,كرتون شيخ الكار طحينية 900 غم مطرة,PKGWH,مستودع التعبئة والتغليف,2598,283.182,0.109,0,-0.109,#DIV/0!,#N/A
MUWAQQAR,1011045,عرفة طحينية 900 غم 1*12,FGWH,مستودع البضاعة الجاهزة حسام,1200,1697.124,1.414269944,0,-1.414269944,#DIV/0!,#N/A
MUWAQQAR,1011045,عرفة طحينية 900 غم 1*12,HOSAM,مستودع عبدالله البستنجي موقر,41,57.985,1.414269944,0,-1.414269944,#DIV/0!,#N/A
MUWAQQAR,1181271,علب الموسم حلاوة 800 غم سادة دمعة,PKGWH,مستودع التعبئة والتغليف,6279,1062.875,0.169274566,0,-0.169274566,#DIV/0!,#N/A
MUWAQQAR,1181236,مرتبان ميار طحينية 250 غم,PKGWH,مستودع التعبئة والتغليف,17342,1936.682,0.130762984,0,-0.130762984,#DIV/0!,#N/A
MUWAQQAR,1181236,مرتبان ميار طحينية 250 غم,WIP,WIP,1104,475.372,0.130762984,0,-0.130762984,#DIV/0!,#N/A
MUWAQQAR,1181327,تنك الموسم طحينية 18 كغم -فارغ,PKGWH,مستودع التعبئة والتغليف,288,360,1.25,0,-1.25,#DIV/0!,#N/A
MUWAQQAR,1181327,تنك الموسم طحينية 18 كغم -فارغ,WIP,WIP,7,8.75,1.25,0,-1.25,#DIV/0!,#N/A
MUWAQQAR,1011003,الموسم طحينية 18 كغم تنك 1*1,FGWH,مستودع البضاعة الجاهزة حسام,10,296.476,29.58369231,42.5,12.91630769,0.303913122,5
MUWAQQAR,1011003,الموسم طحينية 18 كغم تنك 1*1,IRBID,مستودع أربد,1,28.171,29.58369231,42.5,12.91630769,0.303913122,5
MUWAQQAR,1011003,الموسم طحينية 18 كغم تنك 1*1,HOSAM,مستودع عبدالله البستنجي موقر,2,59.941,29.58369231,42.5,12.91630769,0.303913122,5
MUWAQQAR,1181229,مرتبان كباتيلو طحينية 800 غم,PKGWH,مستودع التعبئة والتغليف,2730,382.2,0.14,0,-0.14,#DIV/0!,#N/A
MUWAQQAR,1181370,كرتون اكسترا فاخرة طحينية 400 غم,WIP,WIP,52.024,5.594,0.171102965,0,-0.171102965,#DIV/0!,#N/A
MUWAQQAR,1181370,كرتون اكسترا فاخرة طحينية 400 غم,PKGWH,مستودع التعبئة والتغليف,680.8,189.465,0.171102965,0,-0.171102965,#DIV/0!,#N/A
MUWAQQAR,1181370,كرتون اكسترا فاخرة طحينية 400 غم,SAHABWH,مستودع سحاب,2240,313.6,0.171102965,0,-0.171102965,#DIV/0!,#N/A
MUWAQQAR,1181045,مرتبان بلدي طحينية 400 غم,PKGWH,مستودع التعبئة والتغليف,2186,349.76,0.16,0,-0.16,#DIV/0!,#N/A
MUWAQQAR,1181022,"كرتون متعدد حلاوة 300 غم (فستق،سادة،شوكولاتة) مستطيل",SAHABWH,مستودع سحاب,2940,485.1,0.162280315,0,-0.162280315,#DIV/0!,#N/A
MUWAQQAR,1181022,"كرتون متعدد حلاوة 300 غم (فستق،سادة،شوكولاتة) مستطيل",PKGWH,مستودع التعبئة والتغليف,1212.05,188.708,0.162280315,0,-0.162280315,#DIV/0!,#N/A
MUWAQQAR,1181022,"كرتون متعدد حلاوة 300 غم (فستق،سادة،شوكولاتة) مستطيل",WIP,WIP,2.2,0.345,0.162280315,0,-0.162280315,#DIV/0!,#N/A
MUWAQQAR,1181005,كرتون متعدد حلاوة بيضوي كبير,PKGWH,مستودع التعبئة والتغليف,1079.784,199.76,0.184999963,0,-0.184999963,#DIV/0!,#N/A
MUWAQQAR,1181447,علب كباتيلو حلاوة 800 غم سادة,PKGWH,مستودع التعبئة والتغليف,5547,848.691,0.153,0,-0.153,#DIV/0!,#N/A
MUWAQQAR,1181026,كرتون متعدد حلاوة بيضوي صغير,PKGWH,مستودع التعبئة والتغليف,1601.923,248.669,0.154115279,0,-0.154115279,#DIV/0!,#N/A
MUWAQQAR,1181026,كرتون متعدد حلاوة بيضوي صغير,WIP,WIP,19,1.14,0.154115279,0,-0.154115279,#DIV/0!,#N/A
MUWAQQAR,1181448,علب كباتيلو حلاوة 450 غم سادة,PKGWH,مستودع التعبئة والتغليف,4000,440,0.11,0,-0.11,#DIV/0!,#N/A
MUWAQQAR,1181450,علب كباتيلو حلاوة 450 غم فستق,PKGWH,مستودع التعبئة والتغليف,4300,451.5,0.105,0,-0.105,#DIV/0!,#N/A
MUWAQQAR,1181065,كرتون شيخ الكار حلاوة 2300 غم فستق,PKGWH,مستودع التعبئة والتغليف,82,13.612,0.166,0,-0.166,#DIV/0!,#N/A
MUWAQQAR,1181065,كرتون شيخ الكار حلاوة 2300 غم فستق,WIP,WIP,1.5,0.249,0.166,0,-0.166,#DIV/0!,#N/A
MUWAQQAR,1181444,علب كباتيلو حلاوة 800 غم فستق,PKGWH,مستودع التعبئة والتغليف,4085,253.27,0.062,0,-0.062,#DIV/0!,#N/A
MUWAQQAR,1011018,زيت سيرج 1000 مل 1*1,FGWH,مستودع البضاعة الجاهزة حسام,4,18.952,5.0062,0,-5.0062,#DIV/0!,#N/A
MUWAQQAR,1011018,زيت سيرج 1000 مل 1*1,HOSAM,مستودع عبدالله البستنجي موقر,1,6.079,5.0062,0,-5.0062,#DIV/0!,#N/A
MUWAQQAR,1171032,حلاوة بلك دايت فستق شيخ الكار,WIP,WIP,0.6,1.399,2.331666667,0,-2.331666667,#DIV/0!,#N/A
MUWAQQAR,1171007,قطر دايت,WIP,WIP,2.284,3.266,1.429929884,0,-1.429929884,#DIV/0!,#N/A
MUWAQQAR,1171007,قطر دايت,RMWH,مستودع المواد الاولية,67,95.823,1.429929884,0,-1.429929884,#DIV/0!,#N/A
MUWAQQAR,1171007,قطر دايت,EXPWH,مستودع التوالف,18,25.721,1.429929884,0,-1.429929884,#DIV/0!,#N/A
MUWAQQAR,1171016,حلاوة بلك دايت,WIP,WIP,0.516,-5.78,-11.20155039,0,11.20155039,#DIV/0!,#N/A
MUWAQQAR,1181438,علب شيخ الكار حلاوة 400 غم دايت,SAHABWH,مستودع سحاب,1613,166.532,0.098807529,0,-0.098807529,#DIV/0!,#N/A
MUWAQQAR,1181438,علب شيخ الكار حلاوة 400 غم دايت,WIP,WIP,13,-5.669,0.098807529,0,-0.098807529,#DIV/0!,#N/A
MUWAQQAR,1181438,علب شيخ الكار حلاوة 400 غم دايت,PKGWH,مستودع التعبئة والتغليف,21,1.873,0.098807529,0,-0.098807529,#DIV/0!,#N/A
MUWAQQAR,1181006,"كرتون متعدد شيخ الكار حلاوة 400 غم (فستق،سادة،شوكولاتة) دمعة",PKGWH,مستودع التعبئة والتغليف,4130,677.507,0.164045278,0,-0.164045278,#DIV/0!,#N/A
MUWAQQAR,1021163,شيخ الكار حلاوة 400 غم فستق دايت 1*12,FGWH,مستودع البضاعة الجاهزة حسام,119,126.285,1.048592255,3.333,2.284407745,0.685390863,5
MUWAQQAR,1021163,شيخ الكار حلاوة 400 غم فستق دايت 1*12,IRBID,مستودع أربد,144,150.698,1.048592255,3.333,2.284407745,0.685390863,5
MUWAQQAR,1021163,شيخ الكار حلاوة 400 غم فستق دايت 1*12,108,مستودع يزن حمدان,12,12.523,1.048592255,3.333,2.284407745,0.685390863,5
MUWAQQAR,1021163,شيخ الكار حلاوة 400 غم فستق دايت 1*12,106,مستودع يوسف أحمد -كاش,23,24.058,1.048592255,3.333,2.284407745,0.685390863,5
MUWAQQAR,1021163,شيخ الكار حلاوة 400 غم فستق دايت 1*12,HOSAM,مستودع عبدالله البستنجي موقر,21,20.49,1.048592255,3.333,2.284407745,0.685390863,5
MUWAQQAR,1021163,شيخ الكار حلاوة 400 غم فستق دايت 1*12,MOHWH,مستودع محمد البستنجي - الكرك,120,126.278,1.048592255,3.333,2.284407745,0.685390863,5
MUWAQQAR,1021012,شيخ الكار حلاوة 15 كغم سادة 1*1,MOHWH,مستودع محمد البستنجي - الكرك,13,209.378,16.106,28.5,12.394,0.434877193,5
MUWAQQAR,1181348,جاط متعدد حلاوة 3 كغم شفاف,PKGWH,مستودع التعبئة والتغليف,130,71.5,0.55,0,-0.55,#DIV/0!,#N/A
MUWAQQAR,1181075,"كرتون شيخ الكار حلاوة 3 كغم (فستق،سادة،شوكولاتة)",PKGWH,مستودع التعبئة والتغليف,674,1550.2,2.3,0,-2.3,#DIV/0!,#N/A
MUWAQQAR,1181419,علب شيخ الكار حلاوة 400 غم سادة,PKGWH,مستودع التعبئة والتغليف,12648,1991.796,0.157479127,0,-0.157479127,#DIV/0!,#N/A
MUWAQQAR,1181261,علب الموسم حلاوة 400 غم سادة دمعة,PKGWH,مستودع التعبئة والتغليف,655,63.429,0.096838168,0,-0.096838168,#DIV/0!,#N/A
MUWAQQAR,1181023,كرتون متعدد حلاوة 400 غم غير مطبوع دمعة,PKGWH,مستودع التعبئة والتغليف,2692,452.133,0.167961082,0,-0.167961082,#DIV/0!,#N/A
MUWAQQAR,1181023,كرتون متعدد حلاوة 400 غم غير مطبوع دمعة,WIP,WIP,6,1.026,0.167961082,0,-0.167961082,#DIV/0!,#N/A
MUWAQQAR,1181258,علب الموسم حلاوة 400 غم فستق دمعة,PKGWH,مستودع التعبئة والتغليف,2146,194.52,0.090643057,0,-0.090643057,#DIV/0!,#N/A
MUWAQQAR,1181265,علب الموسم حلاوة 800 غم فستق دمعة,PKGWH,مستودع التعبئة والتغليف,3604,551.958,0.153151498,0,-0.153151498,#DIV/0!,#N/A
MUWAQQAR,1181024,كرتون متعدد حلاوة 800 غم دمعة,PKGWH,مستودع التعبئة والتغليف,4813.376,962.939,0.200054806,0,-0.200054806,#DIV/0!,#N/A
MUWAQQAR,1181421,علب شيخ الكار حلاوة 400 غم شوكولاتة,PKGWH,مستودع التعبئة والتغليف,4908,460.56,0.093699382,0,-0.093699382,#DIV/0!,#N/A
MUWAQQAR,1181421,علب شيخ الكار حلاوة 400 غم شوكولاتة,WIP,WIP,105,9.155,0.093699382,0,-0.093699382,#DIV/0!,#N/A
MUWAQQAR,1181416,علب شيخ الكار حلاوة 400 غم ملوكي,PKGWH,مستودع التعبئة والتغليف,3943,375.784,0.095088395,0,-0.095088395,#DIV/0!,#N/A
MUWAQQAR,1181416,علب شيخ الكار حلاوة 400 غم ملوكي,WIP,WIP,107,9.324,0.095088395,0,-0.095088395,#DIV/0!,#N/A
MUWAQQAR,1181415,علب شيخ الكار حلاوة 400 غم فستق (قديم),PKGWH,مستودع التعبئة والتغليف,930,81.84,0.088,0,-0.088,#DIV/0!,#N/A
MUWAQQAR,1181569,علب شيخ الكار حلاوة 200 غم فستق,PKGWH,مستودع التعبئة والتغليف,4095,409.5,0.1,0,-0.1,#DIV/0!,#N/A
MUWAQQAR,1181069,كرتون شيخ الكار حلاوة 250 غم مثلث,PKGWH,مستودع التعبئة والتغليف,7.944,1.343,0.169058409,0,-0.169058409,#DIV/0!,#N/A
MUWAQQAR,1181359,علبة حلاوة شيخ الكار 400 غ فستق دمعة,PKGWH,مستودع التعبئة والتغليف,7128,698.522,0.097996914,0,-0.097996914,#DIV/0!,#N/A
MUWAQQAR,1181568,علب شيخ الكار حلاوة 200 غم سادة,PKGWH,مستودع التعبئة والتغليف,2150,208.724,0.09708093,0,-0.09708093,#DIV/0!,#N/A
MUWAQQAR,1021082,كباتيلو حلاوة 700 غم فستق 1*12,EXPWH,مستودع التوالف,1,0.77,0.77,0,-0.77,#DIV/0!,#N/A
MUWAQQAR,1181191,مرتبان طحينية  شيخ الكار 700 غم  جديد قارورة,PKGWH,مستودع التعبئة والتغليف,2489,232.897,0.09357051,0,-0.09357051,#DIV/0!,#N/A
MUWAQQAR,1181066,كرتون شيخ الكار 700 غم قاروة أبيض جديد,PKGWH,مستودع التعبئة والتغليف,1398,265.62,0.19,0,-0.19,#DIV/0!,#N/A
MUWAQQAR,1181194,مرتبان طحينية  شيخ الكار 500 غم  جديد قاروره,PKGWH,مستودع التعبئة والتغليف,820,64.78,0.137115441,0,-0.137115441,#DIV/0!,#N/A
MUWAQQAR,1181194,مرتبان طحينية  شيخ الكار 500 غم  جديد قاروره,SAHABWH,مستودع سحاب,540,121.697,0.137115441,0,-0.137115441,#DIV/0!,#N/A
MUWAQQAR,1181087,كرتون شيخ الكار 500 غم قارورة  أبيض جديد,PKGWH,مستودع التعبئة والتغليف,1012,165.968,0.164,0,-0.164,#DIV/0!,#N/A
MUWAQQAR,1181087,كرتون شيخ الكار 500 غم قارورة  أبيض جديد,WIP,WIP,43,7.052,0.164,0,-0.164,#DIV/0!,#N/A
MUWAQQAR,1181241,مرتبان متعدد طحينية 3500 غم,PKGWH,مستودع التعبئة والتغليف,2230,866.405,0.388522422,0,-0.388522422,#DIV/0!,#N/A
MUWAQQAR,1011022,شيخ الكار طحينية 3500 غم 1*4,FGWH,مستودع البضاعة الجاهزة حسام,113,600.92,5.421315385,10.25,4.828684615,0.471091182,5
MUWAQQAR,1011022,شيخ الكار طحينية 3500 غم 1*4,IRBID,مستودع أربد,16,96.745,5.421315385,10.25,4.828684615,0.471091182,5
MUWAQQAR,1011022,شيخ الكار طحينية 3500 غم 1*4,EXPWH,مستودع التوالف,1,7.106,5.421315385,10.25,4.828684615,0.471091182,5
MUWAQQAR,1181221,مطرة ميار طحينية 900 غم,PKGWH,مستودع التعبئة والتغليف,9692,1069.434,0.110341931,0,-0.110341931,#DIV/0!,#N/A
MUWAQQAR,1141003,سمسم محمص 50 كغم,SAHABWH,مستودع سحاب,48.5,92.988,1.917278351,0,-1.917278351,#DIV/0!,#N/A
MUWAQQAR,1181488,مرتبان الأفندي طحينية 550 غم,PKGWH,مستودع التعبئة والتغليف,2323,371.68,0.16,0,-0.16,#DIV/0!,#N/A
MUWAQQAR,1181009,كرتون ميار طحينية 550 غم صواني,PKGWH,مستودع التعبئة والتغليف,1275.4,234.674,0.184000291,0,-0.184000291,#DIV/0!,#N/A
MUWAQQAR,1181009,كرتون ميار طحينية 550 غم صواني,WIP,WIP,100,18.4,0.184000291,0,-0.184000291,#DIV/0!,#N/A
MUWAQQAR,1181561,مرتبان الأفندي طحينية 250 غم,PKGWH,مستودع التعبئة والتغليف,400,36,0.09,0,-0.09,#DIV/0!,#N/A
MUWAQQAR,1181225,مطرة سيلك رود طحينية 1 كغم,PKGWH,مستودع التعبئة والتغليف,718,75.39,0.105,0,-0.105,#DIV/0!,#N/A
MUWAQQAR,1181007,كرتون متعدد طحينية 1 كغم مطرة,PKGWH,مستودع التعبئة والتغليف,1030.1,292.543,0.283994758,0,-0.283994758,#DIV/0!,#N/A
MUWAQQAR,1181097,كرتون شيخ الكار طحينية 900 غم جديد ابيض,PKGWH,مستودع التعبئة والتغليف,719.066,137.077,0.190631637,0,-0.190631637,#DIV/0!,#N/A
MUWAQQAR,1181097,كرتون شيخ الكار طحينية 900 غم جديد ابيض,WIP,WIP,135,25.735,0.190631637,0,-0.190631637,#DIV/0!,#N/A
MUWAQQAR,1181192,قارورة طحينية  شيخ الكار 900 غم  جديد,PKGWH,مستودع التعبئة والتغليف,7028,1033.233,0.157358154,0,-0.157358154,#DIV/0!,#N/A
MUWAQQAR,1181192,قارورة طحينية  شيخ الكار 900 غم  جديد,WIP,WIP,224,26.423,0.157358154,0,-0.157358154,#DIV/0!,#N/A
MUWAQQAR,1181192,قارورة طحينية  شيخ الكار 900 غم  جديد,SAHABWH,مستودع سحاب,4620,808.5,0.157358154,0,-0.157358154,#DIV/0!,#N/A
MUWAQQAR,1011098,الافندي طحينية 250 غم 1*12,EXPWH,مستودع التوالف,47,19.995,0.425425532,0,-0.425425532,#DIV/0!,#N/A
MUWAQQAR,1011095,الافندي طحينية 500 غم 1*12,EXPWH,مستودع التوالف,6,5.644,0.940666667,0,-0.940666667,#DIV/0!,#N/A
MUWAQQAR,1181039,مرتبان تمور البركة طحينية 400 غم,PKGWH,مستودع التعبئة والتغليف,2040,298.833,0.146486765,0,-0.146486765,#DIV/0!,#N/A
MUWAQQAR,1011021,شيخ الكار طحينية 5 كغم 1*4,EXPWH,مستودع التوالف,1,8.831,0.23425,14.5,14.26575,0.983844828,5
MUWAQQAR,1011021,شيخ الكار طحينية 5 كغم 1*4,FGWH,مستودع البضاعة الجاهزة حسام,7,-6.957,0.23425,14.5,14.26575,0.983844828,5
MUWAQQAR,1171025,سمسم خام برازيلي اناهي,RMWH,مستودع المواد الاولية,33121.7,42462.019,1.281999988,0,-1.281999988,#DIV/0!,#N/A
MUWAQQAR,1181106,كرتون لوكسر طحينية 450 غم أصفر,WIP,WIP,216.78,26.021,0.18636796,0,-0.18636796,#DIV/0!,#N/A
MUWAQQAR,1181106,كرتون لوكسر طحينية 450 غم أصفر,PKGWH,مستودع التعبئة والتغليف,2180,420.662,0.18636796,0,-0.18636796,#DIV/0!,#N/A
MUWAQQAR,1181235,مرتبان لوكسر طحينية 450 غم أصفر,WIP,WIP,6060,703.691,0.115048476,0,-0.115048476,#DIV/0!,#N/A
MUWAQQAR,1181235,مرتبان لوكسر طحينية 450 غم أصفر,PKGWH,مستودع التعبئة والتغليف,35878,4121.212,0.115048476,0,-0.115048476,#DIV/0!,#N/A
MUWAQQAR,1181346,سطل دائري طحينية 18 كغم,PKGWH,مستودع التعبئة والتغليف,50,86.85,1.737,0,-1.737,#DIV/0!,#N/A
MUWAQQAR,1181004,كرتون متعدد طحينية 18 كغم متعدد,PKGWH,مستودع التعبئة والتغليف,571,212.412,0.372,0,-0.372,#DIV/0!,#N/A
MUWAQQAR,1181156,"كرتون متعدد 3 كغم (فستق،سادة،شوكولاتة)",PKGWH,مستودع التعبئة والتغليف,494,247,0.5,0,-0.5,#DIV/0!,#N/A
MUWAQQAR,1181310,جاط شيخ الكار حلاوة 3 كغم شوكولاتة,PKGWH,مستودع التعبئة والتغليف,217,73.346,0.338,0,-0.338,#DIV/0!,#N/A
MUWAQQAR,1181329,جاط شيخ الكار حلاوة 3 كغم فستق,PKGWH,مستودع التعبئة والتغليف,457,251.35,0.55,0,-0.55,#DIV/0!,#N/A
MUWAQQAR,1181111,"كرتون شيخ الكار حلاوة 6 كغم (فستق،سادة،شوكولاتة)",WIP,WIP,5.75,3.189,0.557695052,0,-0.557695052,#DIV/0!,#N/A
MUWAQQAR,1181111,"كرتون شيخ الكار حلاوة 6 كغم (فستق،سادة،شوكولاتة)",PKGWH,مستودع التعبئة والتغليف,737,411.039,0.557695052,0,-0.557695052,#DIV/0!,#N/A
MUWAQQAR,1181311,"جاط متعدد حلاوة 6 كغم (فستق،سادة،شوكولاتة) شفاف",WIP,WIP,17,15.651,0.487397727,0,-0.487397727,#DIV/0!,#N/A
MUWAQQAR,1181311,"جاط متعدد حلاوة 6 كغم (فستق،سادة،شوكولاتة) شفاف",PKGWH,مستودع التعبئة والتغليف,1215,584.823,0.487397727,0,-0.487397727,#DIV/0!,#N/A
MUWAQQAR,1021056,شيخ الكار حلاوة 6 كغم شوكولاته 1*4,FGWH,مستودع البضاعة الجاهزة حسام,80,492.782,6.159682927,15.5,9.340317073,0.602601101,16
MUWAQQAR,1021056,شيخ الكار حلاوة 6 كغم شوكولاته 1*4,EXPWH,مستودع التوالف,2,12.312,6.159682927,15.5,9.340317073,0.602601101,16
MUWAQQAR,1181281,علب شيخ الكار حلاوة 1500 غم سادة هرمي قديم,PKGWH,مستودع التعبئة والتغليف,3453,638.805,0.185,0,-0.185,#DIV/0!,#N/A
MUWAQQAR,1181061,كرتون متعدد حلاوة 1500 غم هرمي,PKGWH,مستودع التعبئة والتغليف,527,496.434,0.942,0,-0.942,#DIV/0!,#N/A
MUWAQQAR,1021055,شيخ الكار حلاوة 6 كغم سادة 1*4,FGWH,مستودع البضاعة الجاهزة حسام,233,1239.639,5.321858974,13.75,8.428141026,0.612955711,5
MUWAQQAR,1021055,شيخ الكار حلاوة 6 كغم سادة 1*4,HOSAM,مستودع عبدالله البستنجي موقر,1,5.676,5.321858974,13.75,8.428141026,0.612955711,5
MUWAQQAR,1181119,كرتون شيخ الكار طحينية 3500 غم,PKGWH,مستودع التعبئة والتغليف,1333.75,2104.657,1.577999625,0,-1.577999625,#DIV/0!,#N/A
MUWAQQAR,1181224,مطرة قاسيون طحينية 1 كغم,PKGWH,مستودع التعبئة والتغليف,4042,498.355,0.1228069,0,-0.1228069,#DIV/0!,#N/A
MUWAQQAR,1181224,مطرة قاسيون طحينية 1 كغم,SAHABWH,مستودع سحاب,420,49.645,0.1228069,0,-0.1228069,#DIV/0!,#N/A
MUWAQQAR,1181224,مطرة قاسيون طحينية 1 كغم,WIP,WIP,2,0.21,0.1228069,0,-0.1228069,#DIV/0!,#N/A
MUWAQQAR,1011036,قاسيون طحينية 1كغم مطرة 1*12,FGWH,مستودع البضاعة الجاهزة حسام,1200,1370.711,1.142259567,0,-1.142259567,#DIV/0!,#N/A
MUWAQQAR,1011036,قاسيون طحينية 1كغم مطرة 1*12,HOSAM,مستودع عبدالله البستنجي موقر,2,2.285,1.142259567,0,-1.142259567,#DIV/0!,#N/A
MUWAQQAR,1181304,تنك شيخ الكار طحينية 15 كغم -فارغ,PKGWH,مستودع التعبئة والتغليف,1022,1312.336,1.284086106,0,-1.284086106,#DIV/0!,#N/A
MUWAQQAR,1181056,مرتبان الموسم طحينية 400 غم,PKGWH,مستودع التعبئة والتغليف,14059,2179.066,0.154994381,0,-0.154994381,#DIV/0!,#N/A
MUWAQQAR,1011026,شيخ الكار طحينية 400 غم 1*12,MOHWH,مستودع محمد البستنجي - الكرك,156,182.532,0.564588151,1.5,0.935411849,0.6236079,5
MUWAQQAR,1011026,شيخ الكار طحينية 400 غم 1*12,EXPWH,مستودع التوالف,3,2.353,0.564588151,1.5,0.935411849,0.6236079,5
MUWAQQAR,1011026,شيخ الكار طحينية 400 غم 1*12,FGWH,مستودع البضاعة الجاهزة حسام,1980,1164.775,0.564588151,1.5,0.935411849,0.6236079,5
MUWAQQAR,1011026,شيخ الكار طحينية 400 غم 1*12,HOSAM,مستودع عبدالله البستنجي موقر,4106,2176.193,0.564588151,1.5,0.935411849,0.6236079,5
MUWAQQAR,1011002,شيخ الكار زيت سيرج 100 ملم 1*12,EXPWH,مستودع التوالف,2,0.66,0.33,1.021,0.691,0.676787463,5
MUWAQQAR,1011002,شيخ الكار زيت سيرج 100 ملم 1*12,FGWH,مستودع البضاعة الجاهزة حسام,80,26.4,0.33,1.021,0.691,0.676787463,5
MUWAQQAR,1181565,علب شيخ الكار حلاوة 400 غم دايت بالفستق الحلبي,PKGWH,مستودع التعبئة والتغليف,1505,150.5,0.1,0,-0.1,#DIV/0!,#N/A
MUWAQQAR,1181373,علب ميار حلاوة 300 غم رشة فستق أمنية,PKGWH,مستودع التعبئة والتغليف,9125,913.906,0.100026339,0,-0.100026339,#DIV/0!,#N/A
MUWAQQAR,1181373,علب ميار حلاوة 300 غم رشة فستق أمنية,WIP,WIP,101,8.937,0.100026339,0,-0.100026339,#DIV/0!,#N/A
MUWAQQAR,1011104,الموسم طحينية 750 غم 1*12,EXPWH,مستودع التوالف,12,17.172,1.431,0,-1.431,#DIV/0!,#N/A
MUWAQQAR,1181002,كرتون متعدد طحينية 5 كغم بدون طباعة,PKGWH,مستودع التعبئة والتغليف,525.75,1308.592,2.489000476,0,-2.489000476,#DIV/0!,#N/A
MUWAQQAR,1181549,سطل شيخ الكار طحينية 5 كغم,PKGWH,مستودع التعبئة والتغليف,298,271.18,0.91,0,-0.91,#DIV/0!,#N/A
MUWAQQAR,1181272,علب جولدن سوان حلاوة 400 غم فستق بيضوي,PKGWH,مستودع التعبئة والتغليف,150,17.366,0.115773333,0,-0.115773333,#DIV/0!,#N/A
MUWAQQAR,1181216,مطرة الفاخرة طحينية 900 غم,PKGWH,مستودع التعبئة والتغليف,2513,-201.504,0,0,0,#DIV/0!,#N/A
MUWAQQAR,1181216,مطرة الفاخرة طحينية 900 غم,SAHABWH,مستودع سحاب,1568,201.504,0,0,0,#DIV/0!,#N/A
MUWAQQAR,1171009,بديل السكر,RMWH,مستودع المواد الاولية,4639.476,12692.045,2.736926751,0,-2.736926751,#DIV/0!,#N/A
MUWAQQAR,1171009,بديل السكر,EXPWH,مستودع التوالف,300,826.939,2.736926751,0,-2.736926751,#DIV/0!,#N/A
MUWAQQAR,1171029,حلاوة بلك رشة شيخ الكار,WIP,WIP,27.54,23.519,0.85399419,0,-0.85399419,#DIV/0!,#N/A
MUWAQQAR,1171013,حلاوة بلك رشة فستق ميار,WIP,WIP,199.76,222.532,1.113996796,0,-1.113996796,#DIV/0!,#N/A
MUWAQQAR,1181030,كرتون متعدد حلاوة 5 كغم مربع قديم,EXPWH,مستودع التوالف,9,4.32,0.48,0,-0.48,#DIV/0!,#N/A
MUWAQQAR,1181030,كرتون متعدد حلاوة 5 كغم مربع قديم,WIP,WIP,33,15.84,0.48,0,-0.48,#DIV/0!,#N/A
MUWAQQAR,1181431,علب شيخ الكار حلاوة 300 غم رشة فستق,PKGWH,مستودع التعبئة والتغليف,5025,497.414,0.098987861,0,-0.098987861,#DIV/0!,#N/A
MUWAQQAR,1181019,"كرتون متعدد حلاوة 300 غم (ميار،شتلة،فاخرة) أمنية",WIP,WIP,132.244,14.018,0.105999978,0,-0.105999978,#DIV/0!,#N/A
MUWAQQAR,1181019,"كرتون متعدد حلاوة 300 غم (ميار،شتلة،فاخرة) أمنية",PKGWH,مستودع التعبئة والتغليف,2087.464,221.271,0.105999978,0,-0.105999978,#DIV/0!,#N/A
MUWAQQAR,1181309,جاط شيخ الكار حلاوة 3 كغم سادة,PKGWH,مستودع التعبئة والتغليف,310,165.415,0.533596774,0,-0.533596774,#DIV/0!,#N/A
MUWAQQAR,1181248,علب الميلاد حلاوة 2300 غم,PKGWH,مستودع التعبئة والتغليف,1604,513.28,0.32,0,-0.32,#DIV/0!,#N/A
MUWAQQAR,1181175,علب حلاوة الميلاد 1300 غ فستق,PKGWH,مستودع التعبئة والتغليف,1544,233.144,0.151,0,-0.151,#DIV/0!,#N/A
MUWAQQAR,1181267,علب الميلاد حلاوة 1500 غم,PKGWH,مستودع التعبئة والتغليف,2108,520.676,0.247,0,-0.247,#DIV/0!,#N/A
MUWAQQAR,1181179,علب حلاوة الميلاد  700 غ فستق,PKGWH,مستودع التعبئة والتغليف,3728,607.36,0.162918455,0,-0.162918455,#DIV/0!,#N/A
