G/L Acct/BP Code,Name,Local Currency - Jordanian Dinar - OB,Local Currency - Jordanian Dinar - Debit,Local Currency - Jordanian Dinar - Credit,Local Currency - Jordanian Dinar - Balance
110000602,توزيعات جنزير - شارع فلسطين,454.816,191.004,454.75,191.07
110000619,عبد الرحمن شاهين لتجارة المواد الغذائية بالجملة,25.748,8598.171,5419.994,3203.925
110000630,بقالة حمزة بني صخر,477,5425.446,4952.446,950
110000655,مؤسسة احمد ربيع لتجارة المواد التموينية,,1941.989,1542.029,399.96
110000662,بقالة سيف الخشان,,1665.684,1448.204,217.48
110000672,محلات لبابنة للمواد الغذائية و التموينية,,700.029,700.029,
110000674,مؤسسة محمد و حسام الشطي للمواد التموينية,,450.03,450,0.03
110000676,مؤسسة عبد الحميد نواف عوده للمواد التموينية,,6960,6056.433,903.567
120000004,شركة محمد موسى عمرو و شركاه,,9950.546,9950.546,
120000007,مؤسسة احمد حسن ربيع لتجارة المواد الغذائية,4.993,16255.932,15600.805,660.12
120000011,محلات حلمي للمواد الغذائية,5,260,259.98,5.02
120000014,علي ابو حبلة للمواد التموينية,1762.5,20,1020,762.5
120000016,شركة جبل الشيخ لتجارة المواد التموينية -أربد,680.003,323.4,1003.403,
120000019,شركة أحمد موسى و احمد ابو شنب,4135.364,,,4135.364
120000020,شركة العاني المتطورة للتسويق,,2300,2300,
120000021,مؤسسة علي نجادات للمواد الغذائية,295.913,414.961,491.874,219
120000022,المال و البنون للمواد التموينية,-5.385,,,-5.385
120000023,مؤسسة أحمد مسمح للمواد الغذائية - جرش,99.993,,99.993,
120000024,الدربيات للتوزيع,,450.019,450.019,
120000026,موفق عريمط - المفرق الزعتري,,643.398,643.4,-0.002
120000032,مؤسسة محمد يحيى للتسويق,720,350.4,1070.4,
120000037,محلات فادي درابكه للمواد التموينية,,1148.428,1148.428,
120000038,محلات ملوح مادبا,,409.74,409.785,-0.045
120000040,مؤسسة يعمون لتجارة المواد التموينية,34825,214124.928,114800,134149.928
120000042,شركة الشرش لتجارة المواد الغذائية,,910.715,910.715,
,,__________________,__________________,__________________,__________________
Total Whole sales,,50681.006,324834.909,223320.743,152195.172
,,,,,
Retail Outlets,,,,,
,,,,,
110000002,شركة اليرموك للمواد الغذائية,13120.399,17010.93,26552.159,3579.17
110000003,شركة عبدالله ابراهيم الطعاني وشريكة - اسواق مترو,204.125,92.16,243,53.285
110000007,شركة الطبق للصناعات الغذائة - سوبر ماركت,14.208,15.796,14.208,15.796
110000008,شركة البرتقالة الماسية لتجارة الخضار و الفواكه,10388.925,14706.743,22082.097,3013.571
110000009,شركة محمد جمعه حامد ابراهيم وشريكته,,4868.88,3245.88,1623
110000011,كامل رائد كامل مفضي,143.487,,143,0.487
110000013,مؤسسة  بشرى الاستهلاكية,94.417,73.754,145.25,22.921
110000015,شركة مخابز الاتصال الالية - سوبر ماركت,,340.927,254.607,86.32
110000016,شركة هاشم محاشي  و اولادة  - اربد,994.152,6003.128,7272.176,-274.896
110000018,البان العدوس - كفريوبا,169.999,2828.957,2355.561,643.395
110000019,البان التوحيد -أربد,,275,275,
110000021,البان القعقاع - أربد,109.083,92.16,154.88,46.363
110000022,اسواق عمر الزعبي / الرمثا,5359.996,64741.318,93082.193,-22980.879
110000023,اسواق طه الاستهلاكية,,7170.578,6481.548,689.03
110000024,البان التمام - اربد,24.132,417.378,355.19,86.32
110000027,سوبر ماركت  صلاح هاشم محاشي,-2.285,9201.916,8671.643,527.988
110000032,بقال امل جماحنه,961.079,,961,0.079
110000034,بقالة مرح عمرات - البويضة,160.021,,,160.021
110000036,المركز الاردني للتجارة و الاستثمار - كوزمو,2002.265,4096.452,3627.26,2471.457
110000040,اسواق عز الدين الدوايمة - مادبا,,216,216,
110000041,اسواق شهوان - ام البساتين,,210.602,114.83,95.772
110000042,البان زياد ابو ركبة_مادبا,,144.382,124.85,19.532
110000043,الانجاز و التفوق للمواد الغذائية,,23000.48,23000.48,
110000046,سوبر ماركت أوبي -سحاب,83.875,,83,0.875
110000048,شركة  أمجد البستنجي و أولاده,35892.038,18133.353,30562.795,23462.596
110000050,ذمم عينات,,1350.997,943.287,407.71
110000051,التقى للمطاعم و المواد الغذائية,,211.28,211.28,
110000052,عميل نقدي,,191862.608,189421.1,2441.508
110000053,محمد احمد القواسمة للمواد الغذائية والتموينية,572.541,1881.974,1991.844,462.671
110000057,مجمدات أبو موسى - أربد,,6709.822,5779.438,930.384
110000058,مؤسسة وردة بسمان الكبرى - جرش,1573.433,,,1573.433
110000060,مجمدات أسلام أبو أمن - أربد,115.006,245.864,354.214,6.656
110000061,سوبر ماركت أحسان يوسف ابو عودة,810.917,,810.92,-0.003
110000062,وادي القمر للمخابز,242.5,4105.3,4347.8,
110000063,مخبز مروج شفا بدران,61,37,87,11
110000068,مخبز العمال الالي- الزرقاء,1100,2383.55,2608.55,875
110000070,سوبر ماركت توفيق البستنجي - أدر,289.925,88,150,227.925
110000071,سوبر ماركت المطارنة,31.758,63.977,95.75,-0.015
110000072,سوبر ماركت زيد الرشايدة - حسينية معان,701.268,,700,1.268
110000073,سوبر ماركت خشم العقاب / الربة,1557.471,3887.455,5545,-100.074
110000074,سوبر ماركت البركة - الصافي,135.306,69.08,204.25,0.136
110000075,سوبر ماركت البتراوي - عبادة الشماسين,,2000.002,2000,0.002
110000079,شركة أحمد عبد الحميد الطراونة وشركاه,,3310.8,2850,460.8
110000080,سوق عامر الشعبي - مؤتة,100.048,,100,0.048
110000081,صافينا مول / الصافي / عرار القراله,606.043,60.336,625.747,40.632
110000082,شركة بيت حانون التجارية - المنشية,1626.5,8973.535,8841.275,1758.76
110000083,سوبر ماركت علاء البوشي - الثنية,,775,775,
110000084,سوبر ماركت عز و جود - المنشية,294.262,,,294.262
110000085,سوبرماركت هاي لايت -البتراء,1424.129,,,1424.129
110000086,سوبرماركت الايمان - مؤتة,107.813,,,107.813
110000087,اسواق شتيوي2 -الصافي,50.033,,50,0.033
110000088,اسواق الجملة المركزية - مؤتة,115,403.016,330.816,187.2
110000089,الشركة الاهلية المتكاملة - الوسية,20,307.68,327,0.68
110000091,اسواق اشرف عبد الغفور,,411.38,410.757,0.623
110000094,اسواق اطايب النعم - الربة,100.013,273.277,373.294,-0.004
110000096,سوبر ماركت الادهم -غور  الحديثة,132.525,81.131,96,117.656
110000097,سوبر ماركت أحمد القرالة - طيبة الكرك,320.036,1406.004,1726,0.04
110000100,جمعية المتقاعدين العسكرين - غرندل,787.408,,283,504.408
110000101,أسواق القادسية التوفيري -جمعية المتقاعدين العسكرين,,288.336,285.75,2.586
110000102,سوبر ماركت أبو روز - غرندل,352.98,301.62,270,384.6
110000103,سلة البتراء ستورز - وادي موسى,17.35,260,277.35,
110000105,أسواق راحوب المغير,,100,100,
110000107,بقالة ناصر الدرايسة - سهل حوران - الطرة,,155,155,
110000110,أسماعيل عالعالي للمواد الغذائية,3244.552,4789.357,6113.028,1920.881
110000111,أسواق احمد البلعاوي - ايدون,1087.847,6306.514,6768.316,626.045
110000114,اسواق الفرقان /اربد,3.771,3302.504,2348.081,958.194
110000116,اسواق روابي راحوب للمواد الاستهلاكية,461.529,,461,0.529
110000118,أسواق قميم التجارية - قميم,10.403,304.7,315.103,
110000121,أسواق محمد خليل - الدبج مول,60.706,340.05,87.866,312.89
110000122,مجمدات فراس فتحي - الحسا,,1830.422,1830.25,0.172
110000123,ماهر القرالة - سيد,45.723,281.646,329.626,-2.257
110000126,مؤسسة احمد ابو الزيت - معان,,393.752,,393.752
110000127,فيصل مول - معان,535.325,249.675,785,
110000128,ماهر القرالة - المنشية - عبدالقادر 2,,235.646,235.646,
110000130,محلات بشير السوداني - الصافي,,350.587,351,-0.413
110000132,ميني مول - المنشية,0.093,,,0.093
110000133,أبو هاشم مول - الكريمة,,578.136,369.987,208.149
110000135,محلات سما القاهرة - المزرعة,-162.521,5365.381,5202.865,-0.005
110000136,محلات بكر التجارية - المزار,,92.24,92.2,0.04
110000137,محمص العقاد,,123.916,,123.916
110000139,شركة زياد الخشان وشريكه,,4943.64,4943.64,
110000140,شركة دكان ربوة النصر للأستيراد والتصدير- الهاشمي,9895.993,11612.951,21508.944,
110000142,شركة عيون الريان التجارية,5905.069,94056.24,130972.486,-31011.177
110000143,شركة دكان ربوة النصر للاستيراد و التصدير-اربد,9622.089,10456.209,20078.298,
110000144,شركة دكان ربوة النصر للاستيراد و التصدير,13074.863,215018.777,228422.969,-329.329
110000145,شركة دكان ربوة النصر للاستيراد و التصدير /الزرقاء,8555.134,7855.782,16410.916,
110000146,شركة دكان ربوة النصر للاستيراد و التصدير / المفرق,11389.812,10943.566,22333.378,
110000148,سوبر ماركت باب المدينة / وادي موسى,500.897,968.043,713.31,755.63
110000150,عطارة الياسين - المزار,16.729,853.091,827.5,42.32
110000151,شركة بهاء الدين عبدالرحيم البستنجي وشريكه,1932.515,39247.25,39823.515,1356.25
110000152,محلات وليد عوض وشركاة,,72,70.75,1.25
110000154,سوبر ماركت الابداع - المنشية,123.74,114.86,,238.6
110000159,الشريف لتجارة المواد الغذائية - الفنتوش مول,,2400,2400,
110000160,مخبز انوار مكه - الطفيلة,,21370,19867.111,1502.889
110000162,مطعم متجر الفلافل,,1900,1900,
110000164,أسواق محمد الراعي,,,204.25,-204.25
110000167,شركة جرش مول,38627.257,44000.714,59276.29,23351.681
110000168,فؤاد خوري و شركاه,,500,500,
110000172,شركة عشاق الجنة التجارية,,128.136,128.136,
110000173,محلات سعد السعايدة - الكرك,1226.183,,,1226.183
110000176,شركة التميز الخليجي للمواد الغذائية,7000,7518.048,10859.51,3658.538
110000177,سوبر ماركت حسن وسلامه,,115.2,115.2,
110000178,منيب ماركت - قميم,,377.212,377.212,
110000185,مطعم حسام التوتنجي / سحاب,,2000,2000,
110000186,مطعم أبو جبارة / جرش,,1920,1920,
110000187,شركة كينغز أكاديمي المساهمة العامة,,400,400.4,-0.4
110000188,شركة كاليس للتجارة,,285.342,285.342,
110000193,محلات خيرات بلدنا - الزرقاء,,100,100,
110000199,مؤسسة جبل الأنصار التجارية,,72.864,72.864,
110000201,شركة محمد عبد الرحمن الزعبي و شريكته,69.856,252.319,322.175,
110000205,اسواق عمر احمد الرشدان للمواد التموينية,1939.114,6310.938,8430.766,-180.714
110000210,شركة محمد سمير العلوي و شريكه,732.5,1321,2053.5,
110000211,شركة فادي وشادي سعادة,3009.75,13267.144,12897.2,3379.694
110000212,شركة ديوان الشرق للصناعات الغذائية,-139.737,82460.406,84585.957,-2265.288
110000215,شركة سدرة لصناعة مواد التجميل,1103.5,62704.25,48920,14887.75
110000216,شركة محمود وليد الجيطان و شركاه - المطار,,9174.928,9174.928,
110000217,شركة مصنع روعة للصناعات الغذائية,,7550,7550,
110000218,شركة مخابز السنبلة  / الماسية,20493.958,2999.998,20353.838,3140.118
110000220,شركة نعمان الجنيدي للصناعات الغذائية,62362.149,,8667.911,53694.238
110000221,شركة محمود وليد الجيطان و شركاه - خلدا,,4304.998,4304.998,
110000222,شركة محمود وليد الجيطان و شركاه - المقابلين,,19269.936,19387.434,-117.498
110000223,شركة مخابز الاتصال الالية,,12496.5,12496.5,
110000224,شركة محمود وليد الجيطان و شركاه - عبدون,,3405,3405,
110000225,شركة الصناعات الدولية,,8271.3,8271.3,
110000226,شركة الشلتاوي والنجار - شلنر,4850,16294.772,19424.768,1720.004
110000227,شركة الطبق للصناعات الغذائية,,4493,4493,
110000228,شركة الطاحونة للصناعات الغذائية,,56600.01,56600.01,
110000230,شركة البراء للصناعات الغذائية,,1495014,1358884,136130
110000231,شركة الدسوقي والموسى,,25.344,25.35,-0.006
110000233,شركة الطير الذهبي للصناعات الغذائية,-408.19,110735.5,84212.81,26114.5
110000234,شركة بهاء الدين البستنجي وشريكه - البستنجي مول,,62795.429,333.066,62462.363
110000235,شركة بهاء الدين البستنجي وشريكه -  الكرك,,1440322.658,1179460.189,260862.469
110000237,شركة تزويد للحلول التجارية,4662.255,119.24,3100.24,1681.255
110000239,شركة المحترفون لصناعة الشوكلاتة,15204,32375,47579,
110000241,شركة الولاء لخدمات الاعاشة,,175665.794,175665.794,
110000243,شركة المرأة العصرية للتجارة العامة,,105,105,
110000246,شركة أرض الشام للمطاعم,,9707,9707,
110000247,شركة البركة الدولية للمواد الغذائية,,39071.572,39071.572,
110000248,شركة ابو عودة اخوان,-83328.064,87630.066,4302,0.002
110000249,شركة الشلتاوي و النجار و شركاهم,,17984.998,14939.998,3045
110000250,شركة العيد لتجارة المواد الغذائية و التجميل,,2694,2694,
110000254,شركة ويفز العالمية / قطر,,81226.859,97884.95,-16658.091
110000255,شركة هشام القيسي واولاده,,1607.508,1607.508,
110000256,شركة فيلادلفيا للصناعة و التجارة,1110.555,2821.788,3932.342,0.001
110000257,شركة سموع للقهوة,,1850,1850,
110000262,مخبز التوكل,,341.75,341.75,
110000264,مؤسسة سمير عايض كردي العنزي للتجارة,,1098312.628,574488.247,523824.381
110000265,مؤسسة ابراج عمان,,862151.245,862273.247,-122.002
110000267,مؤسسة قعوار للتوريدات الغذلئية,15388.05,82022.275,123294.695,-25884.37
110000268,مخبز الدرة - جرش,,5500,5500,
110000269,الحمدان - 0795281323,141.066,843.704,244.415,740.355
110000272,الشركة السعودية الاردنية للتنمية الصناعية,,12584.765,12584.912,-0.147
110000273,مصنع احمد برقان للصناعات الغذائية,3,1035,1038,
110000276,مطعم السنابل / السلط,,42,41.998,0.002
110000277,ابن صبح / طيبة البطوش,,805.47,1166.9,-361.43
110000280,بقالة رائدة أحمد - الرحمة الزواهرة,,516.289,396.289,120
110000282,بقالة علي خليفه مبارك بصبوص,1454.156,1751.34,2626.796,578.7
110000285,بقالة عدي الكفاوين - جبل المكبر,1798.336,584.442,2484.431,-101.653
110000287,الاصيل مول - مغير السرحان,5.123,,5.123,
110000288,المملكة الحرة للاستثمارات التجارية,263.99,3480.762,1895,1849.752
110000289,اسواق الدلة - الزرقاء الزواهرة,608.792,,608.792,
110000290,افران وحلويات القصر الشرقي,1913.008,11576.992,13490,
110000291,بقالة جمال ناصر,1169.25,5854.523,4273.774,2749.999
110000292,بقالة حسين الخوالدة,6795.408,13041.873,17165.747,2671.534
110000295,جمعية المتقاعدين العسكريين -الزرقاء,587.1,6055.279,6526.501,115.878
110000296,سوبر ماركت الناصر - ثغرة الجب,115,,115,
110000300,شركة الشملان للتجارة و الاستثمار,,9.492,9.492,
110000301,شركة أسيا الدولية لتجارة المواد الغذائية,7.65,2641.497,2252.967,396.18
110000302,شركة ابراهيم محمد النميري وشركاه- اسواق هاشم,1907.67,1167.572,2157.67,917.572
110000303,بوابة السرور لتجارة المواد الغذائية,1.26,4967.661,4975.39,-6.469
110000305,بقالة مصعب أبو شحادة - الزرقاء,,260.434,239.842,20.592
110000306,بقالة لؤي جابر,-3.943,1934.56,1926.017,4.6
110000307,بقالة محمد أبو حتمة -أسواق احباب الخير -الظليل,,126.5,123.97,2.53
110000309,بقالة يوسف الرملاوي,1941.284,1871.4,3542.54,270.144
110000311,بقالة يحيى الانس,754.111,9191.662,9445.763,500.01
110000313,مؤسسة نجمة ابو نصير الاستهلاكية,,6819.638,6442.416,377.222
110000314,مؤسسة عماد العمري التجارية,,5531.269,5303.097,228.172
110000315,مؤسسة كوخ الشفا للمونة,-2.569,63.972,63.972,-2.569
110000316,محمد عبدالله أبراهيم المبيضين,721.081,910.438,1125.418,506.101
110000317,محمود عادل خيرى الطيبي,418.742,2126.85,2545.592,
110000320,مؤسسة علي الناجي,,956.794,956.794,
110000321,شركة ياسر الحسامي و اخوانه البيادر,3783.795,17764.199,21548.456,-0.462
110000322,عالم البيادر للمجمدات,1504.583,3467.842,3498.747,1473.678
110000323,شركة شجرة الدر لتجارة المواد الغذائية,1026.349,228.172,1201.396,53.125
110000324,شركة نبيل المسك ورجب خواجا,,797.868,797.872,-0.004
110000327,مؤسسة بارودي للمأكولات,2097.022,478.662,1898,677.684
110000328,مؤسسة حسن ابو حطب للمواد التموينية,617.853,2070.508,2686.359,2.002
110000330,أسواق نور الهدى المفرق,2644.476,,50,2594.476
110000331,سوبر ماركت نبع وادي السير لتجارة المواد الغذائية,17.436,1460.623,1478.059,
110000332,أسواق روابي أبيلا - الزرقاء الجديدة,,1556.351,1302.779,253.572
110000333,اسواق الجامع للمواد الغذائية,7315.565,72278.792,76758.925,2835.432
110000334,اسواق الحي الجنوبي,-17.992,36,18.008,
110000335,أفران وحلويات القصر الشرقي - المفرق,,19370,19370,
110000336,اسواق أسماعيل جرادات -مدينة الشرق,1586.59,7218.191,8804.781,
110000337,شركة أسواق سلالة,,227.513,227.513,
110000338,أحمد عودة عوض المعيط - صبحا مول,501.187,4152.124,4473.106,180.205
110000340,نزار الهباب و غدير خضر - التايم مول,,1129.6,878.879,250.721
110000341,أحمد أبو هويدي لتجارة المواد التموينية,4525.089,,,4525.089
110000343,شركة ابو عليا لتجارة المواد التموينية,194.313,1479.837,1464.118,210.032
110000345,أسواق حمزة عليمات -المفرق,,995.768,995.768,
110000346,أسواق احمد العموري,,2116.846,1212.832,904.014
110000349,مؤسسة زهرة الطيبات للمواد الاستهلاكية,,3613.337,3075.533,537.804
110000350,مؤسسة حمزة أبو زينة للمواد التموينية,405,1098.777,1156,347.777
110000354,مؤسسة أحمد العمايرة التجارية - الظليل,655.653,1360.837,2016.887,-0.397
110000355,مؤسسة صناع التقدم - الغويرية,7300,,1000,6300
110000356,محلات الديوان - العموش,,276.484,276.474,0.01
110000360,مؤسسة مراد الخوالدة التجارية,-16.812,1408.692,1011.819,380.061
110000361,مؤسسة فراس جبر التجارية,1549.329,12189.75,13036.551,702.528
110000363,محلات أبو كايد - الزرقاء,535,,475,60
110000364,شركة سلة الطيبات للمواد الغذائية,2.175,12969.089,13832.903,-861.639
110000365,شركة ربوع الظليل لتجارة المواد الغذائية,33.25,12113.385,12479.039,-332.404
110000366,شركة شمس الاردن للتسويق - عادل مول,,1397.874,1358.818,39.056
110000367,شركة سما معصوم لتجارة المواد الغذائية,1000,1285.52,2281.536,3.984
110000368,شركة العقيل المتخصص لتجارة المواد الغذائية,,1196.645,1196.645,
110000369,شركة العقرباوي للوكالات التجاريه,490.579,19601.649,18384.127,1708.101
110000371,شركة تروبيا للمواد الغذائية والتموينية,5.516,3607.674,3602.331,10.859
110000374,شركة قوام الحسناء للتمور,-429,1729,1300,
110000375,شركة يوسف مريش و اولاده,350.496,4493.524,4612.911,231.109
110000376,شركة يوسف حطيني وشركاه,,5487.187,3982.317,1504.87
110000377,شركة عقربا للتوزيع - معصوم,,22505.158,20767.952,1737.206
110000378,شركة شمس الاردن للتسويق - هايبر ريتاج فرع ام القطين,,199.911,,199.911
110000379,شركة قاسم محمد الاحمد وشركاه,,1063.99,1063.99,
110000380,شركة فتحي و محمد صب لبن,250,1500.4,1250.24,500.16
110000381,شركة الحويان وحمدان,,4271.519,4271.519,
110000382,الشريف لتجارة المواد الغذائية -أسواق السلام,,435.936,435.936,
110000383,شركة البيت الطيب للتجارة,3964.225,9353.069,12313.467,1003.827
110000384,الجمعية التعاونية للمتقاعدين العسكريين  لواء القصبة,405.903,1037.146,1307.961,135.088
110000386,بقالة حمزة الجبارات - الرصيفة,,900.683,523,377.683
110000387,بقالة ابراهيم صابر ابراهيم ابريوش,,116.295,116.295,
110000389,البان وأجبان غيث - دوار الواحة,89.374,167.467,256.841,
110000390,أسواق عرفات خشرم - عين الباشا,,1514.304,1514.304,
110000391,أسواق ميس الدار,1820.816,2269.919,4616.004,-525.269
110000392,أسواق جواد ابو هولا الاستهلاكية,,1033.546,951.161,82.385
110000396,أمين عادل أمين البابا,,1542.289,1491.289,51
110000397,اسواق جوافة للتموين,2741.649,1505.431,4247.08,
110000398,سما البلد الطيب - الهاشمي الشمالي,-18.966,173.52,172.5,-17.946
110000399,سما البلد الطيب للمواد التموينية,,173.52,173.52,
110000400,روابي المحطة لتجارة الدواجن واللحوم الطازجة - الجبيهة,,300,300,
110000401,روابي المحطة لتجارة اللحوم والدواجن,,1773.335,1386.015,387.32
110000402,سوبر ماركت خالد الشيخ درة,,154.924,154.924,
110000404,سهول القدس العبدلي,460.584,1328.048,1390.439,398.193
110000406,خليل محمد اسحق العجو,885.079,,325.597,559.482
110000408,بقالة عدنان و لينا,391.086,518.686,801.416,108.356
110000411,جوهرة البلقاء لبيع السكاكر,,3922.56,3922.56,
110000412,حسن محمود حسين الطويسي,,772.251,772.251,
110000413,بيت الزيتون,-4525.862,9502,4977,-0.862
110000414,بيت جبرين مول / شركة فاعل خير,,1547.136,1045.152,501.984
110000415,شركة سوبر ماركت ربوع القدس,225,,225,
110000416,امجد محمد نبيل عبد الحميد عامر,-3.102,,,-3.102
110000417,المؤسسة الاستهلاكية للأمن العام,,2179.831,2027.51,152.321
110000418,سنابل المرج لتجارة المواد الغذائية / مرج الحمام,,345.6,345.6,
110000419,بقالة الاخ الرائع - المقابلين,3516.124,17381.02,16768.046,4129.098
110000421,ابن سعيد مول - زيزيا,1591.029,6448.048,6348.907,1690.17
110000423,اسواق ابو هاني -زيزيا,1721.991,8175.783,7817.443,2080.331
110000425,شركة الشراء السهل للتجارة -الشعب مول,1.817,2736.261,1660.993,1077.085
110000426,شركة الاخوة المتميزون للتموين,,551.072,377.552,173.52
110000427,شركة بيروجيا لتجارة المواد الغذائية,,4515.958,4515.96,-0.002
110000429,سوبر ماركت وردة الهيام,,336.584,304.37,32.214
110000431,شركة أمجد البستنجي وشركاه - عمان,5764.191,2774.602,2184.876,6353.917
110000432,شركة أسواق كاس الرومان للمواد التموينية,,356.696,356.696,
110000433,عيسى حسني حسن ابو عودة,15.166,769.914,785.08,
110000434,مطعم دنيا للمشاوي _مرج الحمام,,128.464,128,0.464
110000436,أبو جميل - زيزياء,230,,240,-10
110000437,مخبز ميسر راضي الخطبا,510.434,12052.753,9661.188,2901.999
110000438,مخبز سوار العسل - سحاب,77.5,,,77.5
110000439,مصنع النور للسكاكر والحلويات,786,13038,12964,860
110000440,مركز الشوملي للتموين - حمزة,,2632.904,2547.786,85.118
110000441,أبو سمير - زيزياء,160,240,400,
110000442,أسواق زهرة البوادي التموينية,4610.101,2953.693,2363.629,5200.165
110000443,أسواق خيرات السلطان - أبو علندا,450,308.18,625.475,132.705
110000444,أسواق ومصانع خان يونس التجارية,1801.876,8672.019,6893.154,3580.741
110000445,أسواق زيد جودة - مرج الحمام,85.938,,,85.938
110000446,أسواق العقاد - أبوعلندا,,180.78,134.7,46.08
110000447,أسواق أبن سليمان,92.753,639.247,2139.142,-1407.142
110000449,أسواق حسن سلامة - المستندة,,460.8,497.8,-37
110000450,شركة حسام الدين الخندق وشريكه - مرج الحمام,115.016,2024.64,2139.645,0.011
110000451,محمد حمدان وشريكه,253,2727.786,2980.786,
110000454,مخبز الشلتاوي - الجمرك,,12860,12860,
110000457,مؤسسة محمد السلال,201.167,13898.833,14000,100
110000458,محلات الصالح - المقابلين,,68.68,25.3,43.38
110000459,مدينة الدفاع المدني التدريبية,,905.2,905.2,
110000460,أسواق رأفت السعودي - الطفيلة,,154.8,151.7,3.1
110000461,أسواق السالم,244.5,55.52,300,0.02
110000462,أسواق معتز الشاويش - معان,174.892,5712.043,5957.68,-70.745
110000464,مطعم علي بابا - نزال,410,630,820,220
110000465,مركز جنوب  المملكة للجملة -  مرج الحمام,,487.594,485.269,2.325
110000466,أسواق الثنية - زهير البستنجي,3719.563,,,3719.563
110000467,هايبر ماركت سنابل البركة,,,17.296,-17.296
110000469,شركة فادي ومحمد محمود حمدان / البان ضبعة,115.029,,115,0.029
110000470,شركة محمد صفوان زيزان وشركاه - النصر هايبر ماركت,183.097,,,183.097
110000473,شركة سنابل عدن لتجارة المواد الغذائية والاستهلاكية,505.278,129.6,505,129.878
110000475,شركة علي عمر أبراهيم حسونة وشريكه,,1416.761,946.875,469.886
110000477,مؤسسة اسامة العبسي لتجارة المواد الغذائية,,500.16,499.22,0.94
110000483,شركة يالوفا  للمواد الغذائية,1026.456,1102.778,1939.089,190.145
110000484,شركة نسر الاردن الدولية لتجارة المواد التموينية,71.102,,,71.102
110000485,شركة خليل الرمامنة وشركاه -اسواق البلدة,,1718.424,1718.424,
110000486,شركة الاتجاة التوفيري لتسويق المواد التموينية/أم عطية,,1589.592,1589.592,
110000487,شركة زقاق ميلانو لتجارة المواد الغذاية,9.007,4093.52,3257.68,844.847
110000488,شركة خيرات الكرم الدولية التجارية,525.124,,525.124,
110000489,شركة تيسير بدوان ومحمود زهير حمدان,,4594.763,4594.763,
110000490,شركة تلال الاردن التجارية,,3265.498,3032.207,233.291
110000491,شركة جوهرة سنبلة حطين التجارية,10650,55565.41,66215.41,
110000494,اسواق الباحة,151.416,5100.131,4934.999,316.548
110000495,أسواق المختار - ناعور,,650.995,673.071,-22.076
110000497,البان ابو ركبة - دوار المحبة,,30,30,
110000498,مخابز القدس - الزرقاء الجديدة,2435.514,1617.922,3223.249,830.187
110000499,محمص وبهارات ماجد  مهيار,,119.932,47.932,72
110000500,مطعم لحمة ولوز - الزرقاء,,510.577,510.577,
110000501,مصنع واحة الياسمين للعصائر والموهيتو,14509.811,8500,12500,10509.811
110000502,شركة الاتجاه التوفيري لتجارة المواد التموينية /ابو القيقب,,1120.675,1120.622,0.053
110000503,شركة الاتجاة التوفيري لتسويق المواد التموينية/الخرابشة,,1320.135,1320.135,
110000504,شركة الجود والندى للتجارة والاستيراد والتصدير,595,4004.915,3154.701,1445.214
110000505,شركة البصمة الكبرى التجارية,,822.396,480.65,341.746
110000508,شركة الاتجاة التوفيري لتسويق المواد التموينية/الجامعة,,1556.264,1556.264,
110000509,شركة الاتجاة التوفيري لتسويق المواد التموينية/الاكراد,,1248.198,1248.198,
110000510,شركة الربح البسيط للمواد الغذائية - أم أذنية,,8728.354,8765.217,-36.863
110000511,شركة أيام الرملة لتجارة المواد الغذائية - وادي السير,,6213.783,5689.464,524.319
110000512,شركة النسر العربي للمواد الغذائية,2430,,,2430
110000513,شركة بيت نتيف للتجارة والاستيراد والتصدير,,1113.971,1113.971,
110000514,شركة بازار السلط الشعبي للمواد التموينية,,1985.893,1985.893,
110000515,شركة الشروق المنير لتسويق المنتجات الغذائية,,11457.338,10538.472,918.866
110000517,شركة الكسواني وجبر,,1138.866,406.592,732.274
110000518,شركة القارب لتجارة المواد الغذائية,230,9170.97,8575.45,825.52
110000519,قدورة للدواجن و المجمدات,-2.221,1435.055,1453.082,-20.248
110000520,شركه الميان للمواد التموينية,3216.999,107675.689,184468.144,-73575.456
110000521,مخابز جوهرة الرشيد,1090.425,15789.575,14705,2175
110000522,مؤسسة فادي العرجان التجارية,,11676.526,11676.526,
110000523,شركة فلورا للصناعات الغذائية,,27470,27470,
110000524,شركة فادي احمد النجار وشركاه - البنيات,3705,28835.023,29930.023,2610
110000525,شركة مخبز روابي الثقافة,400,8220,8620,
110000526,شركة محمود الشلتاوي وشركاه - الضاحية,2973.896,25096.187,24836.276,3233.807
110000527,مخابز غيث - الوحدات,715.75,3323.959,3417.133,622.576
110000529,مخبز الجيل /الياسمين,,3303.5,2460,843.5
110000531,مخبز انوار الرحمن,,1800,1800,
110000532,مخابز قشطه,11775.17,69768,64504.455,17038.715
110000533,مخابز غيث - وادي صقره,1188.75,2547.068,2478.75,1257.068
110000534,مخازن المدينة التجارية,,307.5,307.5,
110000535,مخابز وحلويات السنابل - معان,-1758.1,6008.1,,4250
110000536,شركة صقور عمان لتجارة المواد الغذائية,3312.251,33121.303,36433.554,
110000537,توزيعات الجنوب,,2321.08,2531,-209.92
110000539,توزيعات العورتاني,,930,,930
110000540,توزيعات السامر,,566.8,566.8,
110000542,البان الخبير- خريبة السوق,391.401,512.724,624.567,279.558
110000543,المخابز الاتوماتيكية الحديثة,590,1722.932,725.456,1587.476
