G/L Acct/BP Code,Name,Local Currency - Jordanian Dinar - OB,Local Currency - Jordanian Dinar - Debit,Local Currency - Jordanian Dinar - Credit,Local Currency - Jordanian Dinar - Balance
Assets,,,,,
,,,,,
210000041,مؤسسة كوخ الشفا للمونة,,300.147,298.511,1.636
210000043,مؤسسة بارودي للمأكولات,,2408,1928,480
210000047,فؤاد خوري و شركاه,116.561,432.201,476.724,72.038
210000048,محمود عادل خيرى الطيبي,,1522.897,1390.897,132
210000049,مركز حبيبة التجاري - الرابية,,178.189,178.189,
210000050,محلات وليد عوض وشركاة,,200,200,
210000051,محمد عبدالله أبراهيم المبيضين,190.896,620.263,740,71.159
210000052,أسواق القادسية التوفيري -جمعية المتقاعدين العسكرين,,277.365,273.85,3.515
210000053,أسواق رأفت السعودي - الطفيلة,,95.788,93.8,1.988
210000056,جمعية المتقاعدين العسكرين - غرندل,295.808,,300,-4.192
210000057,سلة البتراء ستورز - وادي موسى,301.605,371.3,712.9,-39.995
210000059,أسواق معتز الشاويش - معان,,1356.344,1356.344,
210000060,الشركة الاهلية المتكاملة - الوسية,575.355,233.97,809,0.325
210000061,اسواق ابو هاني - وادي موسى,50.329,174.96,225,0.289
210000062,اسواق اشرف عبد الغفور,,571.5,571.5,
210000063,نزار الهباب و غدير خضر - التايم مول,719.519,704.946,994.369,430.096
210000064,ابن صبح / طيبة البطوش,,484.473,480.05,4.423
210000065,اسواق شتيوي2 -الصافي,50.01,,50,0.01
210000068,اسواق الجملة المركزية - مؤتة,95.286,515.391,481.316,129.361
210000070,بقالة مصعب أبو شحادة - الزرقاء,,646.019,576.356,69.663
210000071,بقالة عدي الكفاوين - جبل المكبر,,196.492,100,96.492
210000072,بقالة محمد أبو حتمة -أسواق احباب الخير -الظليل,,648.992,636.245,12.747
210000073,بقالة يوسف الرملاوي,,771.603,771.66,-0.057
210000074,بوابة السرور لتجارة المواد الغذائية,,8814.314,8806.974,7.34
210000076,بقالة يحيى الأنس,,4512.102,4393.83,118.272
210000078,بقالة حسين الخوالدة,,14028.815,10940.166,3088.649
210000080,بقالة بهاء الكسراوي,,66,66,
210000081,بقالة جمال ناصر,1324.25,4463.926,4963.926,824.25
210000084,بقالة رائدة أحمد - الرحمة الزواهرة,,281.318,281.318,
210000087,شركة ربوع الظليل لتجارة المواد الغذائية,,22944.483,22516.183,428.3
210000089,شركة تروبيا للمواد الغذائية والتموينية,,4098.293,4097.226,1.067
210000090,شركة شمس الاردن للتسويق - عادل مول,,949.194,949.194,
210000092,شركة سلة الطيبات للمواد الغذائية,,4230.411,4230.411,
210000093,شركة سما معصوم لتجارة المواد الغذائية,,3221.529,3216.229,5.3
210000094,شركة العقيل المتخصص لتجارة المواد الغذائية,,1177.803,1177.803,
210000096,شركة ابراهيم محمد النميري وشركاه- اسواق هاشم,620.25,1380.173,745.25,1255.173
210000098,جمعية المتقاعدين العسكريين -الزرقاء,340.847,2126.342,2246.189,221
210000100,شركة العقرباوي للوكالات التجاريه,,6525.322,6081.615,443.707
210000101,شركة أسيا الدولية لتجارة المواد الغذائية,,5393.021,4505.03,887.991
210000103,شركة دكان ربوة النصر للاستيراد و التصدير /الزرقاء,4443.058,7661.937,12104.995,
210000104,شركة دكان ربوة النصر للأستيراد والتصدير- الهاشمي,5008.782,23576.779,28585.561,
210000105,شركة دكان ربوة النصر للاستيراد و التصدير-اربد,8345.975,10428.237,18774.212,
210000106,شركة دكان ربوة النصر للاستيراد و التصدير / المفرق,4811.54,6362.118,11173.658,
210000107,اسواق الجامع للمواد الغذائية,,28667.73,25533.87,3133.86
210000108,اسواق الحي الجنوبي,,85.23,85.23,
210000109,شركة زياد الخشان وشريكه,209.61,11323.976,11152.36,381.226
210000110,شركة عيون الريان التجارية,,79199.091,69536.002,9663.089
210000111,شركة دكان ربوة النصر للاستيراد و التصدير,6773.71,80657.474,72316.219,15114.965
210000113,مؤسسة احمد ابو الزيت - معان,,432.597,,432.597
210000114,محلات سعد السعايدة - الكرك,456.883,,,456.883
210000115,محلات سما القاهرة - المزرعة,163.076,3102.461,3265.521,0.016
210000117,شركة جرش مول,,44762.555,36883.141,7879.414
210000121,أسواق روابي أبيلا - الزرقاء الجديدة,,935.363,818.426,116.937
210000124,بقالة لؤي جابر,3.972,6817.851,6478.658,343.165
210000128,أسواق الدلة - الزرقاء الزواهرة,,611.908,496.427,115.481
210000130,العمر الطويل للتموين / مؤسسة ايمن البغشي,,131.997,132,-0.003
210000131,اسواق أسماعيل جرادات -مدينة الشرق,,5291.656,5291.961,-0.305
210000134,أحمد عودة عوض المعيط - صبحا مول,,1282.566,1214.543,68.023
210000135,المملكة الحرة للاستثمارات التجارية -الروضة,821.95,429.902,1021.95,229.902
210000136,اياد المحشي للخضار والفواكه,,358.857,385.912,-27.055
210000137,عالم البيادر للمجمدات,,2739.15,2187,552.15
210000138,ذمم عينات,,4587.883,2427.869,2160.014
210000139,قدورة للدواجن و المجمدات,,473.025,473.025,
210000140,شركة ويفز العالمية / قطر,-12203.804,120171.665,51738.955,56228.906
210000141,عميل نقدي,200.145,67584.99,69785.23,-2000.095
210000143,مخبز الدرة - جرش,2050,44050,44050,2050
210000145,شركة مخابز الاتصال الالية,9951.773,1044.639,10996.5,-0.088
210000146,شركة هشام القيسي واولاده,280,1327.508,1607.508,
210000147,شركة محمود وليد الجيطان و شركاه - المطار,,6575.016,6575.016,
210000148,شركة محمود وليد الجيطان و شركاه - المقابلين,,4187.488,4187.488,
210000150,شركة محمد سمير العلوي و شريكه,,1168.506,1168.506,
210000152,شركة مشكل لتسويق المنتجات المحلية,,100.8,100.8,
210000153,شركة محمود وليد الجيطان و شركاه - عبدون,,875,875,
210000154,شركة محمود وليد الجيطان و شركاه - خلدا,,1774.998,1774.998,
210000158,اسواق جوافة للتموين,521.809,518.229,955.151,84.887
210000159,الجمعية التعاونية للمتقاعدين العسكريين  لواء القصبة,-178.429,1616.546,1438.116,0.001
210000160,الشريف لتجارة المواد الغذائية - الفنتوش مول,-1.642,757.262,755.62,
210000161,البان وأجبان غيث - دوار الواحة,,814.168,662.935,151.233
210000163,مؤسسة قعوار للتوريدات الغذلئية,,76117.457,73482.561,2634.896
210000164,مطعم علي بابا - جرش,,1370,1370,
210000165,مطعم متجر الفلافل,,1900,1900,
210000166,مخبز انوار مكه - الطفيلة,,3890,3890,
210000169,مؤسسة فادي العرجان التجارية,7712.652,5112.526,10914,1911.178
210000170,مؤسسة ابراج عمان,43869.663,28866.738,30434.497,42301.904
210000173,شركة الدسوقي والموسى,144.333,662.75,707.1,99.983
210000174,شركة البراء للصناعات الغذائية,,15758,16355.43,-597.43
210000175,شركة البركة الدولية للمواد الغذائية,1737.05,10720.512,30147.112,-17689.55
210000176,شركة الصناعات الدولية,48925.729,19393.5,68296.196,23.033
210000177,شركة الطبق للصناعات الغذائية,7515.65,6977.35,14493,
210000178,شركة الشلتاوي و النجار و شركاهم,2915,7199.998,10114.998,
210000179,شركة الشلتاوي والنجار - شلنر,,10739.777,10739.772,0.005
210000180,شركة اسواق الصقر للمواد التموينية - عين الباشا,18876.949,,,18876.949
210000181,الحمدان - 0795281323,,2247.623,2190.848,56.775
210000182,الشركة السعودية الاردنية للتنمية الصناعية,,6427.565,6427.565,
210000183,اسواق عز الدين الدوايمة - مادبا,,184,184,
210000184,البان زياد ابو ركبة_مادبا,75.587,343.242,343.831,74.998
210000186,شركة ابو عودة اخوان,22016.034,,22016.034,
210000187,المتحدة الدولية لصناعة المستحضرات الصيدلانية,8.25,,8.25,
210000190,شركة سموع للقهوة,,1849.995,1850,-0.005
210000193,شركة فادي وشادي سعادة,,5199.999,4759.999,440
210000194,شركة فيلادلفيا للصناعة و التجارة,2561.788,10142.407,9414.162,3290.033
210000197,شركة بهاء الدين البستنجي وشريكه - البستنجي مول,,42755.356,23950.613,18804.743
210000198,شركة المرأة العصرية للتجارة العامة,,1260.003,1260.002,0.001
210000200,شركة العيد لتجارة المواد الغذائية و التجميل,,11606.113,9094.059,2512.054
210000203,شركة  أمجد البستنجي و أولاده,,46587,26286.982,20300.018
210000204,شركة الولاء لخدمات الاعاشة,78046.183,306795.954,238654.103,146188.034
210000205,شركة أرض الشام للمطاعم,10214.091,14430.003,16884.336,7759.758
210000206,شركة القارب لتجارة المواد الغذائية,,5250.678,5062.281,188.397
210000207,شركة الكسواني وجبر,,9.36,9.36,
210000208,شركة الرشد للاستيراد والتصدير,200.283,225.631,425.914,
210000209,شركة الشروق المنير لتسويق المنتجات الغذائية,,7656.072,6242.746,1413.326
210000210,شركة أسواق سلالة,,249.458,248.426,1.032
210000211,شركة بازار السلط الشعبي للمواد التموينية,,924.843,924.843,
210000213,شركة أيام الرملة لتجارة المواد الغذائية - وادي السير,,14700.924,13909.663,791.261
210000214,شركة الربح البسيط للمواد الغذائية - أم أذنية,,2421.833,2384.97,36.863
210000215,شركة الاتجاة التوفيري لتسويق المواد التموينية/الخرابشة,,397.265,397.265,
210000216,شركة الاتجاة التوفيري لتسويق المواد التموينية/أم عطية,,479.435,479.435,
210000217,شركة الاتجاة التوفيري لتسويق المواد التموينية/الاكراد,,385.242,385.242,
210000218,شركة الاتجاة التوفيري لتسويق المواد التموينية/الجامعة,,530.684,530.684,
210000219,شركة الجود والندى للتجارة والاستيراد والتصدير,442.986,1939.667,2143.984,238.669
210000220,شركة الحويان وحمدان,,6106.236,6106.236,
210000221,شركة البصمة الكبرى التجارية,100.375,449.173,375.596,173.952
210000222,شركة البيت الطيب للتجارة,2289.463,6673.618,4826.393,4136.688
210000223,شركة شجرة الدر لتجارة المواد الغذائية,,530.418,501.169,29.249
210000224,شركة عشاق الجنة التجارية,89.97,469.068,489.1,69.938
210000225,شركة سنشري مول,,178.875,90.05,88.825
210000226,شركة سوبر ماركت ربوع القدس,916.606,4236.894,5153.503,-0.003
210000227,شركة نبيل مسك ورجب الخواجه وعدي مسك,,259.448,259.448,
210000228,شركة ياسر الحسامي و اخوانه,,37409.001,34648.999,2760.002
210000229,شركة علان وشريكه - اسواق وادي صقرة,,302.038,193.181,108.857
210000232,شركة جمال ناصر وشركاه - سوق السلطان,84.104,401.29,353.5,131.894
210000233,شركة جوهرة سنبلة حطين التجارية,-53.167,14558.415,13761.247,744.001
210000234,شركة بيت نتيف للتجارة والاستيراد والتصدير,,331.199,331.199,
210000235,شركة تيسير بدوان ومحمود زهير حمدان,,3905.019,3905.019,
210000237,شركة زقاق ميلانو لتجارة المواد الغذاية,,710.171,552.313,157.858
210000239,شركة خليل الرمامنة وشركاه -اسواق البلدة,,984.606,226.875,757.731
210000241,بقالة حمزة الجبارات - الرصيفة,,164.136,57,107.136
210000244,بقالة عدنان و لينا,115.092,245.377,302.204,58.265
210000246,بقالة حنان حسين - الرصيفة,,93.75,93.75,
210000248,أمين عادل أمين البابا,,585.538,646.03,-60.492
210000249,أسواق احمد العموري,,1867.548,1642.261,225.287
210000250,أسواق جواد ابو هولا الاستهلاكية,,1250.477,1217.477,33
210000251,الشريف لتجارة المواد الغذائية -أسواق السلام,,618.904,493.999,124.905
210000252,الشريف لتجارة المواد الغذائية -القرية ستورز,,504.776,416.325,88.451
210000253,أسواق محمد الراعي,,3319.49,3118.319,201.171
210000254,أسواق ميس الدار,,1998.647,1473.378,525.269
210000255,أسواق زرقاء اليمامة للمواد الغذائية,,327.459,327.459,
210000256,أسواق عرفات خشرم التجارية - عين الباشا,,1052.438,1050.1,2.338
210000257,سوبر ماركت باسل ابراهيم,,398.749,398.749,
210000258,سوبر ماركت خالد الشيخ درة,,420.057,420.057,
210000259,سهول القدس للمواد التموينية,177.396,1041.908,1214.864,4.44
210000261,شركة ابو عليا لتجارة المواد التموينية,294.25,1742.469,1181.443,855.276
210000264,سوبر ماركت محمد القناص - خلدا,,151.712,151.712,
210000265,سما البلد الطيب للمواد التموينية,,815.852,815.852,
210000266,جوهرة البلقاء لبيع السكاكر,,13787.907,13077.327,710.58
210000267,حسن محمود حسين الطويسي,846.65,1340.945,2187.595,
210000268,بيت الزيتون للمواد الغذائية,,2145.88,908.906,1236.974
210000269,بيت جبرين مول / شركة فاعل خير,,943.536,849.585,93.951
210000272,خليل محمد اسحق العجو للمواد التموينية,1199.349,,771.254,428.095
210000273,روابي المحطة لتجارة الدواجن واللحوم الطازجة,,1565.643,1304.973,260.67
210000275,أسواق العقاد - أبوعلندا,14.323,158.777,41.206,131.894
210000276,أبو جميل - زيزياء,,200,200,
210000277,أسواق أبن سليمان,127.179,1895.918,611.529,1411.568
210000278,أسواق حسن مصطفى - التاج,,350,175,175
210000279,أسواق حسن سلامة - المستندة,110.021,5900.901,6010.922,
210000280,الطبيب للأغذية الصحية,198,659.992,857.992,
210000281,البان غيث / نزال,433.599,621.424,777.788,277.235
210000282,المؤسسة الاستهلاكية للأمن العام,,4149.224,3870.918,278.306
210000283,انس عزات عبد السميع غيث - البان غيث نزال,,165,150,15
210000284,امجد محمد نبيل عبد الحميد عامر,366.293,,,366.293
210000286,سنابل المرج لتجارة المواد الغذائية / مرج الحمام,,765.33,765.326,0.004
210000287,سوبر ماركت وردة الهيام,,189.409,152.083,37.326
210000288,شركة التميز الخليجي للمواد الغذائية,168.896,222.97,391.866,
210000289,شركة الاخوة المتميزون للتموين,268.117,1802.257,1855.294,215.08
210000290,أسواق محمد عزت جودة - مرج الحمام,69.302,,69.3,0.002
210000291,أسواق زهرة البوادي التموينية,,2982.338,2811.394,170.944
210000292,أسواق ومصانع خان يونس التجارية,,8995.953,7198.604,1797.349
210000293,سلة الزيتون,,780.96,773.921,7.039
210000294,بقالة الاخ الرائع - المقابلين,2245.738,11533.135,11125.742,2653.131
210000295,أسواق خيرات السلطان - أبو علندا,816.932,1366.928,1720,463.86
210000300,محمد احمد القواسمة للمواد الغذائية والتموينية,-6.629,672.052,597.419,68.004
210000303,شركة هاشم محاشي  و اولادة  - اربد,,2481.504,2032.379,449.125
210000304,مجمدات أسلام أبو أمن - أربد,,39.424,,39.424
210000305,مجمدات أبو موسى - أربد,,6294.338,5336.083,958.255
210000307,مؤسسة انقرة - سال اربد,,236.72,232,4.72
210000308,ابن سعيد مول - زيزيا,1769.318,6239.776,6966.019,1043.075
210000309,اسواق ابو هاني -زيزيا,2099.027,7917.069,8678.606,1337.49
210000313,منيب ماركت - قميم,,723.921,723.92,0.001
210000315,مؤسسة  بشرى الاستهلاكية,93.896,205.837,298.83,0.903
210000316,شركة الشراء السهل للتجارة -الشعب مول,,1832.632,1422.42,410.212
210000317,محمد حمدان وشريكه,,8153.596,8153.596,
210000318,محمد اندي - الاشرفية,,77.924,77.9,0.024
210000319,مركز جنوب  المملكة للجملة -  مرج الحمام,,3052.336,2998.7,53.636
210000320,مدينة الدفاع المدني التدريبية,,2099.32,2097.72,1.6
210000322,عيسى حسني حسن ابو عودة,,1742.399,1068.83,673.569
210000325,محلات الصالح - المقابلين,,395.714,315.051,80.663
210000326,محلات ابو صايل / اليادودة,,88.451,,88.451
210000327,مؤسسة اسامة العبسي لتجارة المواد الغذائية,,1529,1529,
210000330,هايبر ماركت سنابل البركة,,,170.382,-170.382
210000331,مؤسسة محمد السلال,18955.051,43701.676,51023.921,11632.806
210000332,مطعم الفيحاء,,1456.366,1456.366,
210000333,مطعم السنبل / دوار الجمرك,6290,23060,29358.095,-8.095
210000334,مطعم أبو جبارة / جرش,998,2880,3878,
210000335,مطعم علي بابا - نزال,960,2535,2941,554
210000336,مطعم حسام التوتنجي / سحاب,1494.991,12330.015,11260,2565.006
210000338,شركة سنابل عدن لتجارة المواد الغذائية والاستهلاكية,286.458,1162.929,1145.5,303.887
210000339,شركة حسام الدين الخندق وشريكه - مرج الحمام,374.008,2255.284,2350.118,279.174
210000340,شركة علي عمر أبراهيم حسونة وشريكه,,1471.369,973.392,497.977
210000341,شركة كاليس للتجارة,,769.769,287.595,482.174
210000342,شركة عماد ياسين وشريكه,,1290.188,1290.2,-0.012
210000343,شركة أسواق كاس الرومان للمواد التموينية,,1158.708,850.876,307.832
210000345,شركة أش للمطاعم السياحية,,1444,1444,
210000346,شركة بيروجيا لتجارة المواد الغذائية,715.958,,715.958,
210000347,شركة أمجد البستنجي وشركاه - عمان,-987.722,3840.758,1084.135,1768.901
210000348,شركة مؤته الحديثة لانتاج وتربية الدواجن - مرج الحمام,180.635,,,180.635
210000350,شركة نسر الاردن الدولية لتجارة المواد التموينية,,27.5,,27.5
210000352,شركة يالوفا  للمواد الغذائية,,6840.194,5333.258,1506.936
210000354,شركة كينغز أكاديمي المساهمة العامة,615.4,,614,1.4
210000355,شركة محمد صفوان زيزان وشركاه - النصر هايبر ماركت,62.938,,,62.938
210000357,شركة محمد وسامي العبسي - الجمرك,,790.185,9.681,780.504
210000358,مؤسسة زهرة الطيبات للمواد الاستهلاكية,,2600.369,2328.097,272.272
210000359,مؤسسة حمزة محمد عليمات,,2555.672,2555.68,-0.008
210000361,مؤسسة مراد الخوالدة التجارية,,2311.384,2742.45,-431.066
210000362,مؤسسة فراس جبر التجارية,,3229.91,2999.57,230.34
210000364,مؤسسة أحمد العمايرة التجارية - الظليل,,3135.862,3135.862,
210000366,مؤسسة حمزة أبو زينة للمواد التموينية,,670.528,600,70.528
210000367,مؤسسة جبل الأنصار التجارية,,711.924,711.924,
210000368,اسواق طه الاستهلاكية,574.27,3820.051,4394.321,
210000370,اسواق عمر احمد الرشدان للمواد التموينية,,1142.535,465.015,677.52
210000371,البان التمام - اربد,49.729,1365.742,947.058,468.413
210000372,اسواق عمر الزعبي / الرمثا,,19591.719,18157.093,1434.626
210000379,شركة يوسف مريش و اولاده,,1051.213,1245.513,-194.3
210000380,شركة يوسف حطيني وشركاه,,2081.293,1332.425,748.868
210000381,بقالة علي خليفه مبارك بصبوص,,1354.018,1354.018,
210000382,قمح ولوز للمعجنات والحلويات,,66,66,
210000384,شركة عقربا للتوزيع - معصوم,,8375.223,7333.279,1041.944
210000385,شركة شمس الاردن للتسويق - هايبر ريتاج فرع ام القطين,,257.356,,257.356
210000386,شركة قاسم محمد الاحمد وشركاه,,411.378,411.473,-0.095
210000388,شركة قوام الحسناء للتمور,,59.85,291.526,-231.676
210000392,مخابز القدس - الزرقاء الجديدة,,6476.71,5319.214,1157.496
210000393,محمص وبهارات ماجد  مهيار,10,886.636,796.636,100
210000396,محلات الديوان - العموش,,95.337,95.3,0.037
210000397,محلات خيرات بلدنا - الزرقاء,2581,,900,1681
210000398,محلات أبو كايد - الزرقاء,,75,75,
210000399,البان التوحيد -أربد,,1368.001,1038.001,330
210000403,شركة البرتقالة الماسية لتجارة الخضار و الفواكه,,7183.862,7076.285,107.577
210000405,بقالة ناصر الدرايسة - سهل حوران - الطرة,180.195,,180,0.195
210000406,بقالة مرح عمرات - البويضة,60.958,,,60.958
210000407,بقالة نجاح الجراح,142.58,,,142.58
210000409,سوبر ماركت  صلاح هاشم محاشي,,1882.92,1466.798,416.122
210000410,شركة لؤي فهمي الرماح وشريكه,,214.049,214.049,
210000411,شركة عبدالله ابراهيم الطعاني وشريكة - اسواق مترو,39.417,68.53,,107.947
210000412,شركة محمد جمعه حامد ابراهيم وشريكته,,1963.968,3586,-1622.032
210000413,شركة مخابز الاتصال الالية - سوبر ماركت,131.141,634.288,383.279,382.15
210000414,شركة محمد عبد الرحمن الزعبي و شريكته,,206.239,206.239,
210000415,شركة اليرموك للمواد الغذائية,,11215.969,10709.9,506.069
210000416,شركة الطبق للصناعات الغذائة - سوبر ماركت,480.792,412.394,185.792,707.394
210000419,شركة حداثة للأسواق التجارية المتكاملة,80.671,,,80.671
210000420,بقالة أيدون - اربد,358.464,,,358.464
210000421,أبو هاشم مول - الكريمة,-269.997,736.653,251.616,215.04
210000424,أسواق احمد البلعاوي - ايدون,,3279.431,2546.738,732.693
210000425,أسماعيل عالعالي للمواد الغذائية,,2224.708,1745.185,479.523
210000426,البان القعقاع - أربد,417.708,2570.797,2988.505,
210000427,البان العدوس - كفريوبا,174.625,414.36,370.15,218.835
210000428,البان أبو زيد الكفارات - حبراص,,990,990,
210000430,البان عمر _ اربد,,495,495,
210000433,أسواق قميم التجارية - قميم,58.667,42.394,101.061,
210000435,أسواق محمد خليل - الدبج مول,13.671,201.432,45.747,169.356
210000436,أسواق الفرقان - أربد,,5305.076,3836.929,1468.147
210000444,شركة مخابز السنبلة  / الماسية,,4999.998,4999.998,
210000445,مؤسسة أعزاز التجارية,,1593,1593,
210000447,مؤسسة سليمان ابو عودة لتجارة المواد الغذائية,9494.667,5409.914,11592.535,3312.046
210000448,شركة الواحات لتجارة التمور,50,,50,
210000450,شركة تلال الاردن التجارية,,4657.958,4444.156,213.802
210000451,البان مكة حبراص - أربد,,332.761,332.761,
210000454,جعفر كنانه للالبان و الاجبان,315.646,1129.905,1159.29,286.261
210000456,شركة حمدان لصناعة المواد الغذائية,2637.5,15096,6591.5,11142
210000459,مديرية الدفاع المدني شرق عمان,,676.273,676.273,
210000465,شركة كوخ المدينة الرياضية للمواد الغذائية,,105.765,105.887,-0.122
210000466,بقالة عبد القادر عبد الجواد,,1125,850,275
210000468,المعارض,,240.274,240.274,
210000469,أجنحة الصقر التجارية,588.729,25366.129,25954.711,0.147
210000471,بقالة والبان القيروان,,565.686,553.179,12.507
210000472,سوبر ماركت الشلة,,1033.548,833.836,199.712
210000473,شركة ازهار ضبعة لتجارة المواد الغذائية,442.811,1573.144,2015.955,
210000474,شركة المحترفون لصناعة الشوكلاتة,,19280,9020,10260
210000475,محلات هارون الشاويش -معان,574,407.988,981.988,
210000476,اسواق تلال ضبعه للتموين,,8929.95,7882.52,1047.43
210000477,التقى للمطاعم و المواد الغذائية,67.541,991.32,1015.2,43.661
210000479,سوبر ماركت منصور المصري,404.75,582.55,987.3,
210000481,البان محمد عبدالله ابو ركبه - دوار المحبة,108.979,,130,-21.021
210000482,محمد البستنجي مبيعات نقدية,,6491.437,6491.437,
210000483,سوبر ماركت أم الشقف - غسان التعمري,,65,65,
210000484,البان و اجبان سما ضبعه المركزي,556.783,11322.854,11879.637,
210000486,مركز دفاع مدني الماضونه,,172.08,172.08,
210000487,شركة محمد نبيل غيث و ناصر عزات غيث و شريكهم,,613.707,605.776,7.931
210000488,الأساس القوي لتجارة المواد الغذائية,3257.85,6882.43,9925.24,215.04
210000490,هلا مول - حسينية معان,170.858,1033.502,1204,0.36
210000492,ليث الغريب للمواد التموينية,,284.647,284.656,-0.009
210000493,بقالة احمد عبد الرحمن شعبان,281,,281,
210000494,مؤسسة احمد الشويات للمواد التموينية,857.412,,,857.412
210000495,علي للتسوق / الرمثا,107.892,1009.395,338.881,778.406
210000497,شركة زيت وخل للاستيراد والتصدير,91.2,513.597,511.197,93.6
210000500,شركة زيدان العموري واولاده,4101.92,,,4101.92
210000501,ميني ماركت اياد السواعير,,773.943,784.837,-10.894
210000503,سوبر ماركت بلال القريوتي,,889.92,360,529.92
210000504,سوبر ماركت عز الدين الاقطش / مادبا,604.625,1454.265,1828.17,230.72
210000505,مطعم بوابة البلقاء - السلط,462.113,4852.086,4114.189,1200.01
210000506,ربوة خلدا- خلدا,,112.739,112.75,-0.011
210000507,شركة فادي ومحمد محمود حمدان / البان ضبعة,,2948.493,2925.765,22.728
210000510,البان الخبير,25.433,1861.566,1416.886,470.113
210000511,شركة صقور عمان  لتجارة المواد الغذائية,14004.939,5042.748,19047.687,
210000512,شركة حسن و أحمد الزيود و شركائهم,180,209.022,384.801,4.221
210000513,اسواق الباحة,399.862,4185.327,4365.564,219.625
210000514,ربوة ناعور _ناعور,,5975.083,5014.093,960.99
210000515,الفيصل مول 2-معان شارع الجامعة,569.7,403.568,605.7,367.568
210000516,اسواق المهندس للتسوق - العيص,87.15,153.912,153.9,87.162
210000517,اسواق اطايب النعم - الربة,,562.775,564.75,-1.975
210000518,سوبر ماركت محمد النجادة / مادبا,1675.625,4484.124,4350,1809.749
210000519,مخابز غيث - وادي صقرة,,114.136,114.136,
210000520,أسواق المختار - ناعور,,1156.82,1052.694,104.126
210000522,شركة فلورا للصناعات الغذائية,12398.321,29984.846,33749.944,8633.223
210000523,شركة محمود الشلتاوي و شركاه / الضاحية,,16821.217,15061.217,1760
210000524,شركة فادي احمد النجار و شركاه,,19905.023,18600.023,1305
210000525,توزيعات الجنوب,2700.36,5479.864,7970,210.224
210000526,مخبز الجيل / الياسمين,,1200,1200,
210000527,مخابز جوهرة الرشيد الالية,,2900,1900,1000
210000528,مخبز انوار الرحمن,1799.523,3450,5249.523,
210000529,مطعم دنيا المشاوي,,1440,960,480
210000530,المخابز الاتوماتيكية الحديثة,,432.932,432.932,
210000531,مخابز غيث - الوحدات,,627.543,493.959,133.584
210000533,حازم العجة,90,365.174,294,161.174
210000534,أبو محمد الشرفا,,172.799,172,0.799
210000535,شركة الميان للمواد التموينية,,37447.089,28622.883,8824.206
210000536,سوبر ماركت أوبي - سحاب,232.5,342.939,466,109.439
210000537,أفران وحلويات القصر الشرقي -اربد,,27274,25055.992,2218.008
210000538,شركة الصفوة لتجارة المواد الغذائية,354.75,1205.154,1558.556,1.348
210000539,شركة أمجد عمرو - الوحدات,739.667,1893.004,1685.118,947.553
210000541,مخازن المدينة التجارية,,1150,1040,110
210000542,سوبر ماركت أحسان يوسف أبو عودة,137.615,,137.615,
210000545,مؤسسة معتز البواريد لتجارة المواد التموينية,,2673,2672.959,0.041
210000546,س.م انقرة - عساف -معان,,19.25,19.25,
210000547,شركة وريف لخدمات الطعام,,836.709,735.909,100.8
210000548,شركة ذئاب البحر الاحمر,226.75,,,226.75
210000549,سوبر ماركت ياسمين وبشار,46.5,171.907,205,13.407
210000550,محلات ابناء عبده الخزاعله,,1602.52,1602.52,
210000552,توزيعات السامر,6125.273,,866.8,5258.473
210000553,سوبر ماركت ستوب وشوب - الكرك,,213.807,209.5,4.307
210000554,سوبر ماركت الاغوات - سيد الكرك,40.504,196.183,236.75,-0.063
210000556,شركة مخبز روابي الثقافة,,1580,2750,-1170
210000557,سوبر ماركت جلكسي ون,165,2744.508,2758.244,151.264
210000558,محمص العائلة -غرندل,31.125,,31,0.125
210000559,سوبر ماركت دانة الجنوب - طيبة وادي موسى,,72.875,72.85,0.025
210000560,مطعم السنابل,480,7753.996,7058.01,1175.986
210000561,مركز الشوملي للتموين - حمزة,,465.156,399.986,65.17
210000562,مخبز ميسر راضي الخطبا,,800,600,200
210000563,مؤسسة كزبرة التجارية - مرج الحمام,,15,15,
210000564,بقالة رزان ابو رمان - أبواب الرزق,,319.242,259.072,60.17
210000565,أبو محمد - مخيم الوحدات,1008,1504.98,2199,313.98
210000566,سوبر ماركت الشلتاوي _سحاب,189.133,,189,0.133
210000571,سامر الدويك مبيعات نقدية,,5227.168,5221.332,5.836
210000572,امجد زكي مبيعات نقدية,,1696.715,1565.21,131.505
210000574,جهاد فقوسة مبيعات نقدية,,21171.367,19704.769,1466.598
210000575,سفيان التعمري مبيعات نقدية,,6411.702,6261.616,150.086
210000576,لؤي السيد مبيعات نقدية,,3909.727,3909.688,0.039
210000578,اسواق الدوار,,853.886,854,-0.114
210000579,بقالة غصن الحي الاخضر,,3080.954,2983.209,97.745
210000580,بقالة هضاب الاقصى,,308.174,308.174,
210000582,حاتم الشويكي لتجارة الالبان و الاجبان,,165,165,
210000584,مؤسسة ليث النعسان لتجارة المواد التموينية,,19590.152,15026.8,4563.352
210000585,شركة المعاصرون للصناعات الغذائية,,1638.747,1638.747,
210000586,مؤسسة نبيل ابو سيف للدواجن,,944.246,468.206,476.04
210000589,سوق الطويل للمواد التموينية/ الطيبة,,2498.02,2498.01,0.01
210000591,اسواق طلة المستندة,,830.522,830.522,
210000592,جبال ابو علندا للمواد التموينية,,112.277,200,-87.723
210000593,شركة اسواق جنة عدن للمواد التموينية,,213.75,213.75,
